CODGEO;P22_POP0014;P22_POP1529;P22_POP3044;P22_POP4559;P22_POP6074;P22_POP7589;P22_POP90P;P16_POP;P11_POP;C22_MENPSEUL;C22_MENFAM;C22_COUPAENF;C22_FAMMONO;C22_COUPSENF;P22_ACT1524;P22_ACT2554;P22_ACT5564;P22_CHOM1524;P22_CHOM2554;P22_CHOM5564;SNEMM_23;ENCTOT25;ENCTOT24;ENCTOT23;ENCTOT22;ENCITOT25;ETCTOT25;HT26;CPG26;VV26;RT26;AJCS26;ELECTEURSLP2024;BPE_2024_B105;BPE_2024_B201;BPE_2024_C201;BPE_2024_C301;BPE_2024_D307
43062;185.69698634423;140.342947533315;180.547822721492;168.690240697523;135.550046544154;34.5871102982894;3.5848458609971;773.0;700.0;75.6174839368909;260.304581258717;128.067535498146;23.0562366255014;114.157975168177;44.0090027850331;342.78056112173;64.4190360768525;4.79364420104685;10.3570547506207;1.83316795406843;;11.0;10.0;11.0;12.0;8.0;17.0;0.0;0.0;0.0;0.0;0.0;608.0;1.0;0.0;0.0;0.0;0.0
43063;26.6625;20.7375;36.5375;35.55;30.6125;4.9375;2.9625;158.999999999999;172.999999999999;18.0571428571428;49.6571428571428;18.0571428571428;4.51428571428571;27.0857142857143;4.9375;64.1875;23.7;0.0;9.875;0.0;;5.0;2.0;2.0;2.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;132.0;0.0;0.0;0.0;0.0;0.0
43064;2.95384615384615;0.0;3.93846153846154;9.84615384615385;37.4153846153846;8.86153846153847;0.984615384615385;64.0;78.0;22.8571428571429;13.7142857142857;0.0;0.0;13.7142857142857;0.0;7.87692307692308;6.8923076923077;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;92.0;0.0;0.0;0.0;0.0;0.0
43065;5.65853658536585;7.54471544715447;9.43089430894309;33.9512195121951;33.0081300813008;20.7479674796748;5.65853658536585;132.0;142.0;35.6923076923077;35.6923076923077;4.46153846153846;0.0;31.2307692307692;2.82926829268293;30.1788617886179;15.0894308943089;0.0;0.943089430894309;0.943089430894309;;0.0;2.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;131.0;0.0;0.0;0.0;0.0;0.0
43066;11.9322033898305;27.1186440677965;7.59322033898302;41.2203389830507;23.8644067796609;15.186440677966;1.08474576271186;101.0;101.0;9.84615384615384;39.3846153846154;19.6923076923077;0.0;19.6923076923077;5.4237288135593;44.4745762711863;10.8474576271186;0.0;2.16949152542372;0.0;;2.0;3.0;3.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;111.0;0.0;0.0;0.0;0.0;0.0
43067;40.0;32.0;47.0;56.0;67.0;23.0;5.0;279.0;274.0;61.1320754716981;66.2264150943396;30.5660377358491;5.09433962264151;30.5660377358491;11.0;92.0;23.0;0.0;5.0;7.0;;0.0;2.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;239.0;0.0;0.0;0.0;0.0;0.0
43068;8.0;1.0;11.0;4.0;6.0;2.0;0.0;37.0000000000001;37.0;8.0;8.0;8.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0
43069;44.0;40.0;41.0;76.0;61.0;25.0;4.0;328.0;312.0;45.9473684210527;91.8947368421053;30.6315789473684;10.2105263157895;51.0526315789474;14.0;96.0;35.0;0.0;11.0;1.0;;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;271.0;0.0;0.0;0.0;0.0;0.0
43070;10.5651733457888;15.8327074734899;29.8625111034396;41.4925889246964;46.1163227784963;27.2811857465687;1.84951062752022;187.0;196.000000000001;56.7627276214642;49.5832870629604;17.0706982526149;0.0;32.5125888103454;4.40106048503324;52.1650712816455;24.0964161778619;0.0;4.90638743137141;2.82059410603288;;3.0;2.0;1.0;4.0;2.0;4.0;0.0;1.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0
43071;59.5832049096855;32.7030517342223;60.6417912749478;98.7143187945847;134.256695118312;59.854193245415;3.2467449228321;476.0;492.0;112.206058328475;126.866831245525;40.3748036144903;5.13663348791018;85.6612859675956;12.8838582379026;125.874183602418;46.9217694555576;2.5684626767798;9.55604353022445;3.97121730025673;;4.0;4.0;2.0;7.0;3.0;7.0;0.0;0.0;1.0;0.0;0.0;424.0;0.0;0.0;0.0;0.0;0.0
43072;23.4347826086957;20.2391304347826;20.2391304347826;37.2826086956523;26.6304347826087;14.9130434782609;4.2608695652174;154.0;145.0;33.9230769230769;45.2307692307692;16.9615384615384;11.3076923076923;16.9615384615384;7.45652173913045;45.8043478260871;17.0434782608696;1.06521739130435;3.19565217391305;0.0;;4.0;4.0;1.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;123.0;0.0;0.0;0.0;0.0;0.0
43073;13.3731343283582;7.64179104477612;19.1044776119403;25.7910447761194;40.1194029850746;21.0149253731343;0.955223880597015;143.999999999999;137.0;28.9032258064516;33.0322580645162;12.3870967741936;4.12903225806452;16.5161290322581;1.91044776119403;32.4776119402985;10.5074626865672;0.0;2.86567164179105;1.91044776119403;;2.0;2.0;4.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;158.0;0.0;0.0;0.0;0.0;0.0
43074;150.108771145262;107.964852539597;144.09709335875;208.294071154069;188.272697072079;64.9220602450172;4.34045448522434;853.000000000001;821.999999999997;109.503261432963;280.807503969655;101.396650913073;25.0964692512035;154.314383805379;28.815675066322;295.831844021161;73.0819317363977;8.24191752495429;19.7538678247595;6.08534146278691;;10.0;9.0;11.0;13.0;5.0;13.0;1.0;0.0;0.0;0.0;0.0;658.0;1.0;0.0;0.0;0.0;0.0
43075;7.49367088607595;7.49367088607595;5.62025316455696;20.6075949367089;16.8607594936709;14.9873417721519;0.936708860759494;82.0000000000001;86.0;8.70588235294118;26.1176470588235;8.70588235294118;4.35294117647059;13.0588235294118;0.936708860759494;15.9240506329114;12.1772151898734;0.0;0.936708860759494;1.87341772151899;;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;0.0;0.0
43076;12.0;5.0;16.0;23.0;47.0;27.0;2.0;148.0;137.0;31.68;42.24;5.28;5.28;31.68;2.0;29.0;13.0;1.0;3.0;3.0;;1.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;123.0;0.0;0.0;0.0;0.0;0.0
43077;84.0;87.0;81.0;117.0;108.0;69.0;6.0;545.0;629.0;115.814814814815;156.148148148148;50.3703703703704;30.2222222222222;75.5555555555556;32.0;161.0;50.0;2.0;17.0;4.0;;7.0;6.0;1.0;2.0;6.0;7.0;0.0;0.0;0.0;0.0;0.0;424.0;0.0;1.0;0.0;0.0;1.0
43078;495.0;398.0;499.0;702.0;705.0;301.0;37.0;3187.0;3071.0;384.253634894992;983.090468497577;389.24394184168;74.8546042003232;533.962843295638;109.0;1049.0;262.0;10.0;49.0;13.0;2229.17127045866;32.0;35.0;31.0;24.0;21.0;38.0;0.0;1.0;0.0;0.0;0.0;2629.0;0.0;0.0;0.0;0.0;1.0
43079;42.0;35.0;39.0;57.0;51.0;51.0;11.0;300.0;300.0;29.875;74.6875000000001;29.875;4.97916666666667;39.8333333333334;11.0;82.0;27.0;1.0;4.0;5.0;;3.0;2.0;2.0;3.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0.0
43080;224.0;232.0;264.0;327.0;505.0;355.0;97.0;2001.0;2171.0;467.787878787879;513.060606060606;145.848484848485;95.5757575757576;276.666666666667;85.0;489.0;151.0;14.0;41.0;15.0;2140.31157674786;28.0;27.0;17.0;18.0;16.0;37.0;0.0;1.0;0.0;0.0;0.0;1528.0;2.0;0.0;2.0;0.0;2.0
43082;6.90140845070422;7.88732394366197;10.8450704225352;20.7042253521127;17.7464788732394;4.92957746478873;0.985915492957746;78.9999999999997;84.0;5.83333333333333;23.3333333333333;0.0;11.6666666666667;11.6666666666667;2.95774647887324;26.6197183098591;10.8450704225352;0.0;0.985915492957746;0.985915492957746;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0;0.0;0.0;0.0
43083;31.8322147651006;19.5100671140939;28.7516778523489;33.8859060402684;28.7516778523489;8.21476510067112;2.05369127516778;152.0;139.0;19.741935483871;39.4838709677419;14.8064516129032;19.741935483871;4.93548387096774;6.16107382550334;56.4765100671139;10.2684563758389;1.02684563758389;1.02684563758389;2.05369127516778;;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;125.0;0.0;0.0;0.0;0.0;0.0
43084;274.861910162556;207.947484143727;296.255511895114;364.031347143854;322.758448976774;182.87932057936;9.2659770986163;1731.00000000001;1702.0;159.26344610011;536.116654243617;211.062480105154;79.4760688548909;245.578105283572;70.0970168737591;542.968801401954;162.28065501765;12.6164676129973;23.0100918634355;7.67746639383138;;9.0;15.0;13.0;17.0;6.0;12.0;0.0;0.0;0.0;0.0;0.0;1391.0;0.0;0.0;0.0;0.0;0.0
43085;4.07272727272728;5.0909090909091;9.16363636363638;8.14545454545456;11.2;15.2727272727273;3.05454545454546;59.0;62.0;8.0;16.0;4.0;0.0;12.0;0.0;12.2181818181818;4.07272727272728;0.0;1.01818181818182;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0
43086;30.3508771929825;18.2105263157895;33.3859649122807;44.514619883041;21.2456140350878;22.2573099415205;3.03508771929825;194.0;200.000000000001;19.2222222222222;52.8611111111112;28.8333333333334;0.0;24.0277777777778;3.03508771929825;62.7251461988305;17.1988304093567;1.01169590643275;7.08187134502925;1.01169590643275;;1.0;2.0;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;154.0;0.0;0.0;0.0;0.0;0.0
43087;405.795243348309;372.744637086326;375.976342861551;528.645969026154;563.073634663167;321.25935224662;55.504820767872;2846.0;2911.0;406.498855631612;744.927161645896;307.720552386662;55.0385523284788;386.825061947243;132.078341147094;789.257178784612;192.516528960664;14.2459959739605;52.3433408033822;16.0639098834894;2329.23031251017;26.0;29.0;28.0;30.0;15.0;33.0;1.0;0.0;0.0;0.0;0.0;2063.0;1.0;0.0;1.0;0.0;1.0
43088;51.7208278128491;52.6874897662556;79.5317442282444;68.1436911706244;59.3946698895063;13.4464447905348;1.07513234198558;298.0;297.999999999999;41.9654557543174;101.131816853774;51.0662472183939;5.00655696353805;49.213218217157;20.0484570304048;134.8762130356;19.0899842899745;1.87144067244215;11.1536182738708;0.0;;3.0;1.0;2.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;287.0;0.0;0.0;0.0;0.0;0.0
43089;559.0;588.0;583.0;713.0;679.0;379.0;73.0;3518.0;3514.0;716.492836676218;990.177650429799;378.14899713467;179.147564469914;432.881088825215;179.0;1151.0;251.0;32.0;112.0;26.0;2487.34876756355;38.0;44.0;45.0;35.0;29.0;41.0;0.0;0.0;0.0;0.0;0.0;2506.0;1.0;0.0;0.0;0.0;1.0
43090;17.0;15.0;19.0;27.0;33.0;14.0;2.0;128.0;140.0;30.48;30.48;15.24;5.08;10.16;6.0;36.0;20.0;0.0;2.0;2.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;0.0;0.0;0.0;0.0;0.0
43091;47.8983733619377;42.4759277218418;40.3011100265846;83.2227940593226;73.3245784896042;28.7089623418161;2.06825399889347;330.000000000001;349.000000000002;54.7805617698411;93.6710259009374;40.5111405181444;15.9479656148379;37.2119197679551;12.0194956274832;102.188061681377;37.2789817134065;1.01860005608655;1.01860005608655;3.08685405498002;;4.0;3.0;3.0;6.0;1.0;7.0;2.0;0.0;1.0;0.0;0.0;318.0;0.0;0.0;0.0;0.0;0.0
43092;46.8644718855664;45.7016950844957;42.8894640796005;77.5564505701281;70.6373336128349;53.3915717349162;6.95901303245862;367.999999999999;406.999999999998;84.2970369598137;96.0817789199144;36.1972466609021;11.6300417630032;48.2544904960092;12.5908647592523;99.4598812167433;41.1989971615843;1.17283244536903;4.11305927621795;3.10376756625421;;5.0;7.0;2.0;8.0;3.0;9.0;1.0;1.0;0.0;0.0;0.0;283.0;0.0;0.0;0.0;0.0;1.0
43093;44.0;28.0;50.0;73.0;68.0;34.0;5.0;311.0;280.0;61.34375;80.21875;33.03125;9.4375;42.46875;11.0;91.0;20.0;1.0;3.0;2.0;;2.0;4.0;3.0;3.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;296.0;0.0;0.0;0.0;0.0;0.0
43094;3.0;9.0;10.0;19.0;24.0;11.0;0.0;80.0;88.0;13.4117647058824;22.3529411764706;8.94117647058824;0.0;13.4117647058824;5.0;22.0;11.0;1.0;7.0;1.0;;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;79.0;0.0;0.0;0.0;0.0;0.0
43095;31.4460431654675;22.3165467625899;22.3165467625899;27.388489208633;24.3453237410071;12.1726618705036;1.01438848920863;124.0;139.0;29.375;41.125;17.625;0.0;23.5;9.12949640287767;42.6043165467625;14.2014388489208;2.02877697841726;6.08633093525178;3.04316546762589;;3.0;4.0;2.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;126.0;0.0;0.0;0.0;0.0;0.0
43096;120.587780516421;165.022977379223;132.239226681969;221.099619490741;174.099750459398;61.8609197917214;3.08972568052627;961.999999999999;1057.0;184.982482865819;246.164283907832;89.5576405570711;24.9484416133805;131.65820173738;50.2075788346192;286.255948053969;81.3066389020673;6.9359418683479;23.0863638539491;5.12103170644755;;4.0;8.0;6.0;8.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;646.0;0.0;0.0;0.0;0.0;0.0
43097;13.0;10.0;12.0;26.0;32.0;12.0;0.0;106.0;125.000000000001;26.25;31.5;10.5;5.25;15.75;1.0;34.0;11.0;0.0;1.0;0.0;;3.0;0.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;129.0;0.0;0.0;0.0;0.0;0.0
43098;9.42148760330578;11.3057851239669;13.1900826446281;16.9586776859504;44.2809917355372;16.9586776859504;1.88429752066116;99.0;119.0;31.92;31.92;9.12;0.0;22.8;3.76859504132231;26.3801652892562;21.6694214876033;0.942148760330578;0.942148760330578;2.82644628099173;;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;116.0;0.0;0.0;0.0;0.0;0.0
43099;95.6045750649805;59.3620305799327;114.538721895929;92.1097473265916;126.192881577395;54.9092354508644;8.28280810430741;558.999999999999;515.0;117.276365390517;159.240731330811;60.7440206331994;24.3967512451809;74.0999594524307;20.1338904392833;181.214642269731;38.8777309837553;4.9366949844196;15.9549064516897;5.0935196070109;;4.0;5.0;4.0;5.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;360.0;0.0;0.0;0.0;0.0;0.0
43100;39.2154696132596;20.110497237569;37.2044198895027;43.2375690607734;28.1546961325966;12.0662983425414;2.0110497237569;156.000000000001;138.0;20.2222222222222;50.5555555555556;25.2777777777778;10.1111111111111;15.1666666666667;8.0441988950276;61.3370165745854;18.0994475138121;2.0110497237569;7.03867403314915;3.01657458563535;;1.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;153.0;0.0;0.0;0.0;0.0;0.0
43101;7.94117647058824;7.05882352941177;9.70588235294118;14.1176470588235;28.2352941176471;7.94117647058824;0.0;59.0;58.0000000000002;12.5;25.0;8.33333333333334;0.0;16.6666666666667;2.64705882352941;18.5294117647059;8.82352941176471;1.76470588235294;0.0;0.0;;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0
43102;232.895720521509;191.503131113288;212.715751079315;225.807439965312;184.468411921049;73.4153380573736;5.1942073421522;1044.0;1032.0;153.734705763949;312.772310521199;165.744757279236;20.8228410211164;126.204712220846;70.4267750634313;415.866950045152;65.7531581465491;11.2195695459184;16.3808667008156;4.11362720696201;;13.0;15.0;15.0;11.0;12.0;15.0;0.0;0.0;0.0;0.0;0.0;929.0;0.0;0.0;0.0;0.0;0.0
43103;11.787610619469;15.716814159292;11.787610619469;25.5398230088496;30.4513274336283;13.7522123893805;1.9646017699115;115.0;117.0;14.4782608695652;38.6086956521739;9.65217391304348;4.82608695652174;24.1304347826087;2.94690265486726;33.3982300884956;8.84070796460177;0.982300884955752;3.92920353982301;0.982300884955752;;2.0;1.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;124.0;0.0;0.0;0.0;0.0;0.0
43104;19.0;15.0;27.0;41.0;54.0;23.0;5.0;197.0;210.0;40.8888888888889;46.0;15.3333333333333;10.2222222222222;20.4444444444444;5.0;53.0;23.0;0.0;1.0;1.0;;2.0;1.0;1.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0.0
43105;25.8539325842697;22.8707865168539;21.876404494382;59.6629213483146;27.8426966292135;18.8932584269663;0.0;195.0;200.000000000001;24.5833333333333;59.0;24.5833333333333;4.91666666666667;29.5;9.9438202247191;65.6292134831461;15.9101123595506;2.98314606741573;2.98314606741573;2.98314606741573;;1.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;167.0;0.0;0.0;0.0;0.0;0.0
43106;23.1891891891892;9.66216216216216;23.1891891891892;28.9864864864865;40.5810810810811;15.4594594594595;1.93243243243243;147.0;137.0;25.5357142857143;35.75;10.2142857142857;0.0;25.5357142857143;4.83108108108108;44.4459459459459;10.6283783783784;0.966216216216216;9.66216216216216;1.93243243243243;;2.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;137.0;0.0;0.0;0.0;0.0;0.0
43107;4.8235294117647;4.8235294117647;11.5764705882353;14.4705882352941;27.0117647058823;16.4;2.89411764705882;80.0;87.0000000000004;20.5;20.5;8.2;0.0;12.3;0.964705882352941;19.2941176470588;13.5058823529412;0.0;0.0;2.89411764705882;;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;94.0;0.0;0.0;0.0;0.0;0.0
43108;60.0;69.0;50.0;92.0;108.0;52.0;3.0;439.0;452.0;78.9090909090909;128.227272727273;44.3863636363636;14.7954545454545;69.0454545454545;26.0;135.0;29.0;3.0;2.0;2.0;;6.0;6.0;2.0;4.0;5.0;6.0;0.0;1.0;0.0;0.0;0.0;387.0;0.0;0.0;0.0;0.0;0.0
43109;10.1348314606742;3.68539325842697;11.0561797752809;12.8988764044944;32.247191011236;11.9775280898876;0.0;68.0;63.0;9.11111111111112;27.3333333333334;9.11111111111112;0.0;18.2222222222222;0.0;13.8202247191011;11.9775280898876;0.0;1.84269662921348;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;79.0;0.0;0.0;0.0;0.0;0.0
43110;138.261648303729;130.848666175928;132.676078251494;184.935824214945;178.04332345149;59.1160013319893;4.11845827042336;869.999999999997;825.0;130.014446637962;258.203902225589;108.188255284632;29.8538403698344;120.161806571123;35.7463727130389;272.366696297106;69.494220705028;4.00260214351283;19.3885023816931;4.0793537266341;;8.0;11.0;3.0;5.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;670.0;0.0;0.0;0.0;0.0;0.0
43111;152.376816424548;106.612397356282;134.490368611519;153.488506544757;213.351586251243;100.703684637142;7.97664017450964;892.999999999998;929.0;171.898169007303;247.559683137947;95.9495484328717;20.2111802591652;131.398954445911;40.860939284425;224.187688890012;86.7262167437278;2.9886480624103;16.931424417245;8.97232414648865;;5.0;7.0;7.0;6.0;3.0;10.0;0.0;0.0;0.0;0.0;0.0;700.0;1.0;0.0;1.0;0.0;1.0
43112;352.071010036328;399.88204131908;422.065053831566;698.79143896651;867.138127653456;543.570804049247;149.481524143809;3742.99999999999;3982.99999999999;863.809702011047;856.318165709574;261.707207158554;134.875426363545;459.735532187475;120.451570680709;834.647217099271;269.129969527028;32.5865738861314;88.9039470943733;30.2637837629501;1927.20839706561;35.0;25.0;27.0;33.0;29.0;38.0;3.0;1.0;0.0;0.0;0.0;2772.0;3.0;1.0;2.0;0.0;2.0
43113;332.229316312248;259.527434811128;340.725129298465;403.217468904122;367.223468454282;190.002323080183;36.0748591395707;1931.0;1874.0;230.493901126474;583.520920621454;247.532012697494;97.8130213126047;238.175886611356;85.9726636468044;639.497674673282;167.298290588847;17.2642652237588;36.4784147614274;12.577427093688;;18.0;17.0;6.0;13.0;14.0;20.0;0.0;0.0;0.0;0.0;0.0;1593.0;0.0;1.0;0.0;0.0;1.0
43114;346.867892900624;220.09767537925;342.077233173861;373.638440294602;309.356996960821;163.164812730611;18.796948560232;1710.0;1560.0;237.163823110357;515.777906891614;243.58305133775;53.0908376090252;219.104017944839;73.9170480649179;609.005649690941;165.777961718211;6.73986480109714;28.1701528737995;12.2418384037481;;17.0;27.0;22.0;26.0;13.0;18.0;0.0;0.0;0.0;0.0;0.0;1497.0;0.0;0.0;0.0;0.0;0.0
43115;152.0;116.0;164.0;175.0;251.0;130.0;31.0;1009.0;1018.0;153.031914893617;300.962765957447;102.021276595745;35.7074468085106;163.234042553191;23.0;297.0;86.0;3.0;18.0;10.0;;9.0;9.0;8.0;9.0;7.0;10.0;1.0;0.0;0.0;0.0;0.0;854.0;0.0;0.0;0.0;0.0;0.0
43116;5.80952380952381;4.84126984126984;4.84126984126984;14.5238095238095;18.3968253968254;9.68253968253968;2.9047619047619;63.0;62.9999999999997;16.6363636363636;16.6363636363636;0.0;0.0;16.6363636363636;0.968253968253968;15.4920634920635;6.77777777777778;0.968253968253968;6.77777777777778;1.93650793650794;;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;0.0;0.0
43117;28.8229843483549;22.4236251603888;28.7110373459757;56.963723257351;71.736371711628;34.3273616591709;2.01489651713022;237.0;226.0;38.6148142828049;78.3872626574287;29.6758540241395;0.0;48.7114086332892;9.13638548938377;65.3683512327528;27.3536078388412;6.0722946173661;2.04275564979975;3.02694562002457;;2.0;4.0;3.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0.0
43118;18.3618506273406;21.0050107789175;24.5491367904811;42.5177713728667;63.7236877452443;56.2659987368123;28.5765439483372;286.0;303.0;82.1653477868782;61.6937847804199;21.500803977767;8.93177351170064;31.2612072909522;9.99767813230448;50.9673272679775;16.1310800891521;0.828185357826484;9.86466774365802;4.23760052344904;;2.0;2.0;0.0;3.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;263.0;0.0;0.0;0.0;0.0;1.0
43119;145.216168276839;109.987094226037;149.669440640576;136.69390822736;190.702312667514;72.1449250616298;8.58615090004485;846.999999999997;795.0;141.537842945409;242.089835909804;84.4820229287029;25.2695774109344;132.338235570167;37.6295435619589;242.188435824417;66.7404741478397;4.08486078351528;19.7053990475308;6.76803716127449;;10.0;11.0;7.0;9.0;9.0;12.0;0.0;1.0;0.0;0.0;0.0;555.0;0.0;0.0;0.0;0.0;0.0
43120;207.846456124385;154.003015865969;225.264747563486;272.554002280586;285.551800706561;142.424401710932;17.3555757480822;1338.00000000001;1324.00000000001;297.689799996168;363.912218912126;115.235831749563;79.1427241703685;174.299977342375;51.7004842245625;423.965817884852;88.2739266867891;11.8095669483649;50.4600657744995;10.9749792326639;;18.0;11.0;10.0;10.0;13.0;19.0;1.0;1.0;0.0;0.0;0.0;991.0;0.0;1.0;0.0;0.0;1.0
43121;34.8544931225962;9.26472729749626;43.5159420845721;43.2377371773146;59.7206639772665;21.1832309700893;2.2232053706651;242.0;209.0;51.2032067974819;60.4737024830232;19.1152023583944;9.54615820059366;36.4172808046433;2.83064047865159;68.764250605937;15.6252175434266;1.86519208047337;4.8272419908911;0.0;;2.0;2.0;3.0;5.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0
43122;48.4561317777476;36.4578427676698;58.7300445288708;60.8641220983035;58.9822083555427;24.4196842147302;5.08996625713608;268.0;262.0;37.5072311312559;95.9156987274239;37.1710229577245;16.021275209918;42.7234005597814;7.096294384226;110.430853417885;26.4125850314237;1.01327360724336;6.07634046528149;3.04992474955122;;2.0;8.0;4.0;3.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;250.0;0.0;0.0;0.0;0.0;0.0
43123;97.766028744562;54.6085063158204;114.451423501432;92.2746031589449;47.144832957291;16.754605321949;0.0;371.999999999999;326.0;45.1657796973338;125.855124565248;60.4973963423928;15.0947075585396;50.2630206643154;15.7495310709864;192.050697660706;29.3308251549037;3.15023072720776;13.6521297949912;2.09411993546089;;9.0;6.0;7.0;2.0;6.0;9.0;0.0;0.0;0.0;0.0;0.0;285.0;0.0;0.0;0.0;0.0;0.0
43124;150.0133160537;137.435581229909;163.270249062985;197.104172127783;197.777802969078;86.8556435608301;14.5432349957156;907.999999999999;881.0;162.981844425703;280.022568520482;125.22192021527;10.2376575582836;144.562990746928;46.172234284287;323.622440679277;100.063688495788;5.94852105368565;28.9997405246999;13.2264585428231;;11.0;10.0;7.0;7.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;784.0;0.0;0.0;0.0;0.0;1.0
43125;15.0;6.0;18.0;24.0;22.0;16.0;1.0;87.0;106.0;21.4736842105263;32.2105263157895;10.7368421052632;0.0;21.4736842105263;0.0;33.0;15.0;0.0;3.0;2.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0
43126;144.587940568168;107.876535060336;136.768355623956;181.74906650426;141.557986618434;37.3683239073963;6.09179171745013;750.0;721.000000000001;87.4147210415879;213.731337546178;97.7666453198437;15.0588866695413;100.905805556793;30.7296371007171;293.033087332595;51.4433052079182;6.88466118344688;14.7599998710988;2.05505901882882;;5.0;7.0;5.0;4.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;628.0;0.0;0.0;0.0;0.0;0.0
43127;186.0;119.0;176.0;198.0;142.0;56.0;5.0;828.0;771.0;82.8397790055249;263.138121546961;121.82320441989;24.3646408839779;116.950276243094;44.0;329.0;74.0;5.0;9.0;6.0;;6.0;6.0;9.0;10.0;5.0;7.0;0.0;0.0;0.0;0.0;0.0;680.0;0.0;0.0;0.0;0.0;0.0
43128;14.7916666666667;7.88888888888889;16.7638888888889;37.4722222222222;46.3472222222222;14.7916666666667;3.94444444444444;136.0;135.0;30.4285714285714;40.5714285714286;10.1428571428571;5.07142857142857;25.3571428571429;3.94444444444444;31.5555555555556;19.7222222222222;0.0;2.95833333333333;0.986111111111111;;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;113.0;0.0;0.0;0.0;0.0;0.0
43129;15.9661016949153;17.7401129943503;15.0790960451977;48.7853107344633;39.9152542372881;19.5141242937853;0.0;177.0;178.0;27.7058823529412;46.1764705882353;18.4705882352941;0.0;27.7058823529412;3.54802259887006;47.8983050847458;20.4011299435028;0.0;3.54802259887006;0.887005649717514;;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;187.0;0.0;0.0;0.0;0.0;0.0
