CODGEO;P22_POP0014;P22_POP1529;P22_POP3044;P22_POP4559;P22_POP6074;P22_POP7589;P22_POP90P;P16_POP;P11_POP;C22_MENPSEUL;C22_MENFAM;C22_COUPAENF;C22_FAMMONO;C22_COUPSENF;P22_ACT1524;P22_ACT2554;P22_ACT5564;P22_CHOM1524;P22_CHOM2554;P22_CHOM5564;SNEMM_23;ENCTOT25;ENCTOT24;ENCTOT23;ENCTOT22;ENCITOT25;ETCTOT25;HT26;CPG26;VV26;RT26;AJCS26;ELECTEURSLP2024;BPE_2024_B105;BPE_2024_B201;BPE_2024_C201;BPE_2024_C301;BPE_2024_D307
28405;214.0;138.0;230.0;236.0;231.0;69.0;1.0;1100.0;1146.0;109.306306306306;347.792792792793;154.022522522523;39.7477477477478;154.022522522523;48.0;397.0;102.0;1.0;36.0;7.0;;8.0;7.0;11.0;17.0;6.0;8.0;0.0;1.0;0.0;0.0;0.0;857.0;0.0;0.0;0.0;0.0;0.0
28406;257.636412510728;165.045219556816;279.427419506804;235.433768447024;197.848202187506;91.7763143439406;12.8326634471823;1244.0;1196.0;144.710230554331;355.022438032204;179.311829720919;39.1716090461549;136.538999265131;48.1437655969605;473.359372011282;107.063571169952;6.02475869601633;23.0658362148188;3.93695450743379;;14.0;19.0;20.0;18.0;9.0;19.0;0.0;0.0;0.0;0.0;0.0;938.0;0.0;0.0;0.0;0.0;0.0
28407;28.2461573487906;42.1017248634351;37.2729538461776;76.4798489684937;71.9311479573644;29.9722696287155;1.9958973870229;312.0;317.999999999999;36.6971669446727;92.6026690185248;25.426057818538;5.12090110591669;62.0557100940701;21.4125238826125;88.7581582837299;35.8659123495474;2.92463046987949;5.97578132862523;0.986243797462211;;3.0;1.0;5.0;3.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;229.0;0.0;0.0;0.0;0.0;0.0
28408;23.7068965517241;17.0689655172414;24.6551724137931;18.9655172413793;16.1206896551724;9.48275862068966;0.0;134.0;115.0;21.1538461538461;25.3846153846154;16.9230769230769;0.0;8.46153846153846;6.63793103448276;41.7241379310345;6.63793103448276;0.948275862068966;6.63793103448276;0.0;;3.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;63.0;0.0;0.0;0.0;0.0;0.0
28409;88.1436691458643;47.1986019278392;88.3270165158028;112.276785425385;85.3246998148986;18.6105090010712;5.11871816913854;479.000000000001;463.0;41.0764441195717;137.620785562718;52.6017509871027;14.7284403241915;70.290594251424;14.7863092591928;169.800770688851;40.9211184129525;5.76495635822113;8.8867153604388;2.05478269507554;;4.0;4.0;4.0;6.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;322.0;0.0;0.0;0.0;0.0;0.0
28410;69.3558459636705;45.4663568172688;59.9232368367018;62.7857388649673;38.195012636354;21.2989417080089;0.974867173028436;318.0;324.0;38.1860662037075;71.6335289967683;36.9322293755014;0.0;44.6278580701219;16.0411997166038;118.629434910535;14.8475779974463;3.12548457553634;12.2124904702126;2.88200509019909;;5.0;4.0;5.0;5.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;0.0
28411;40.0000000000001;27.3684210526316;51.5789473684211;28.421052631579;26.3157894736843;5.26315789473685;1.05263157894737;171.0;157.0;9.72972972972972;53.5135135135135;34.054054054054;4.86486486486486;14.5945945945946;8.42105263157896;80.0000000000001;5.26315789473685;2.10526315789474;5.26315789473685;1.05263157894737;;4.0;2.0;1.0;2.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;129.0;0.0;0.0;0.0;0.0;0.0
28414;9.49152542372881;7.59322033898305;9.49152542372881;21.8305084745763;6.64406779661017;0.949152542372881;0.0;74.9999999999997;71.0;4.30769230769231;17.2307692307692;8.61538461538462;0.0;8.61538461538462;2.84745762711864;19.9322033898305;9.49152542372881;0.0;3.79661016949152;0.949152542372881;;2.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0
28415;316.446552138019;257.930240904545;345.288870482665;397.759254399217;336.421162106856;131.442677487006;22.7112424816936;1608.0;1625.0;231.336557756989;542.117693358952;241.918394531867;71.3848846370244;228.81441419006;91.8992745581013;630.804447848371;151.984953405563;21.946231572242;51.0466495260834;16.6263025068891;;22.0;24.0;29.0;16.0;19.0;26.0;0.0;0.0;0.0;0.0;0.0;1185.0;0.0;0.0;0.0;0.0;1.0
28417;257.0;165.0;248.0;321.0;256.0;104.0;8.0;1350.0;1352.0;134.187969924812;412.503759398496;178.917293233083;24.8496240601503;213.706766917293;35.0;468.0;144.0;3.0;22.0;13.0;;13.0;13.0;12.0;21.0;12.0;13.0;0.0;1.0;0.0;0.0;0.0;1045.0;0.0;0.0;0.0;0.0;0.0
28418;25.0;21.0;32.0;37.0;30.0;14.0;3.0;166.0;164.0;25.3125;50.625;20.25;15.1875;15.1875;10.0;57.0;18.0;0.0;4.0;1.0;;3.0;4.0;3.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;154.0;0.0;0.0;0.0;0.0;0.0
28419;74.2446327804808;58.0252961277109;63.8912375382131;90.6542341375215;45.0075203656152;20.0184961591909;1.15858289126828;357.000000000001;358.000000000001;24.2392310061034;105.248935803225;64.662948503346;5.797998185697;34.787989114182;14.5979821372056;150.645620073357;30.3828348494642;4.02702610921732;10.4251140885997;2.1233373025924;;1.0;2.0;1.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0.0
28421;40.0;54.0;49.0;68.0;25.0;14.0;1.0;286.0;287.0;39.3725490196078;63.9803921568627;34.4509803921569;4.92156862745098;24.6078431372549;18.0;119.0;19.0;2.0;2.0;1.0;;5.0;4.0;3.0;1.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;206.0;0.0;0.0;0.0;0.0;0.0
28422;753.519491878724;610.330217218359;784.668280933808;701.922125170968;679.939023767363;353.665228611324;92.9556324194532;3982.99999999999;3679.0;583.066910896319;1127.94366945921;424.59051461493;220.961750492982;482.391404351294;229.864735485925;1356.52469441247;269.646393504988;38.837673663703;144.628363773059;20.2467294516756;2193.98207709999;44.0;40.0;45.0;34.0;39.0;50.0;1.0;0.0;0.0;0.0;0.0;2817.0;2.0;1.0;1.0;0.0;1.0
28423;122.326024528264;68.3228700476853;115.16766726242;148.124416021908;125.633202836885;38.0569379701287;6.36888133270839;589.0;561.0;62.0177239350101;186.651517827857;94.7632854632953;5.10490179803119;86.7833305665302;29.0524875605916;226.471939610101;49.4289623230394;7.24387793756583;14.692737390926;1.05494564702214;;7.0;4.0;8.0;6.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;477.0;0.0;0.0;0.0;0.0;0.0
28424;230.0;188.0;222.0;333.0;470.0;207.0;23.0;1658.0;1707.0;265.552941176471;516.352941176471;162.282352941176;59.0117647058824;299.976470588235;68.0;444.0;155.0;11.0;27.0;12.0;;19.0;15.0;19.0;9.0;17.0;21.0;0.0;0.0;0.0;0.0;0.0;1447.0;0.0;1.0;0.0;0.0;1.0
28425;97.3997329509431;59.2237733033926;89.0729689561495;171.060013175862;95.4490234170079;59.4923696718564;2.30211852478899;631.0;619.999999999998;82.7769099418238;178.862946129195;66.0709571525441;15.4480964204223;101.088751854554;21.6520002959282;208.197514521049;61.7541472572404;5.38771392865855;13.0511289431092;4.36006618010696;;5.0;10.0;9.0;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;485.0;0.0;0.0;0.0;0.0;0.0
28426;87.6644651714318;63.3413147223584;90.9642317710179;101.406042712949;76.9999079139867;54.456529530275;6.16750817798088;494.0;492.000000000002;72.8248522530313;139.670673241678;67.0639484168711;10.3723892606867;62.2343355641201;19.3909910622194;182.081972215898;37.9546238694362;4.08402232306297;14.3110780308758;1.02637629353752;;3.0;5.0;5.0;5.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;360.0;0.0;0.0;0.0;0.0;0.0
29001;224.736516607337;124.520964929063;202.328421864653;213.018866488009;195.642965290831;76.9202627494366;5.83200207067079;1010.0;942.0;175.965591026081;283.507365912045;125.564356807778;52.8279599455674;109.969125456846;32.2980073930924;353.854333163907;76.9796575843291;8.79532236984905;38.1860770374948;7.78590660248422;;8.0;12.0;8.0;12.0;6.0;10.0;0.0;0.0;1.0;0.0;0.0;801.0;0.0;0.0;0.0;0.0;0.0
29002;207.0;166.0;257.0;276.0;329.0;155.0;50.0;1390.0;1402.0;209.219330855018;403.494423791821;174.349442379182;19.9256505576208;209.219330855018;52.0;464.0;104.0;8.0;39.0;13.0;;15.0;13.0;8.0;19.0;12.0;17.0;0.0;0.0;0.0;0.0;0.0;1082.0;0.0;0.0;0.0;0.0;1.0
29003;327.443933948111;326.726875470654;394.674533152727;761.051774060361;1128.11941945865;647.604195316356;122.379268593132;3684.0;3751.00000000001;905.80707821733;1060.40733750206;265.330184228672;129.950662033431;670.013114665076;111.709093711195;831.82242333084;283.45723591064;32.7779923280995;103.780739084053;45.4600557899319;2029.52507402028;42.0;48.0;43.0;42.0;36.0;52.0;4.0;1.0;0.0;3.0;0.0;3289.0;0.0;3.0;0.0;0.0;2.0
29004;962.276617867624;729.211683083254;1055.99191275363;1279.66620937839;1091.75395125615;497.808521006105;90.2911046548631;5645.0;5512.99999999999;943.509012495417;1628.47655723225;590.421990435107;251.661638851367;786.392927945778;204.417564170507;1935.85276560343;489.086427024626;55.807193695016;170.087429253573;52.2674200688499;2158.52747623607;63.0;56.0;56.0;56.0;52.0;69.0;0.0;2.0;0.0;0.0;0.0;4607.0;1.0;0.0;1.0;0.0;1.0
29005;259.221724891465;132.719898475112;268.486570676202;292.987329835751;300.435520036605;95.2318699317513;13.9170861531143;1149.0;1135.0;149.043329434776;427.585951116913;173.45134828386;63.3303624279859;196.003852874245;29.7080610354624;489.958559562174;98.2975883313053;4.23957998654621;24.4284704721586;4.2644384319795;;10.0;6.0;7.0;16.0;6.0;13.0;0.0;1.0;0.0;0.0;0.0;1089.0;0.0;0.0;0.0;0.0;0.0
29006;386.0;306.0;431.0;687.0;1184.0;761.0;123.0;3534.0;3392.0;1009.4620505992;1079.42476697736;294.842876165113;74.9600532623169;714.619174434088;86.0;904.0;333.0;14.0;87.0;35.0;2104.41746644378;65.0;53.0;45.0;51.0;45.0;77.0;7.0;7.0;0.0;3.0;1.0;3399.0;1.0;0.0;0.0;0.0;2.0
29007;122.111850867647;90.9524263556412;140.797920456141;193.257425563843;277.343589899838;84.6518871647694;10.8848996921194;941.000000000003;963.0;204.414580221824;268.18398536582;70.9237345708742;62.2012660898811;139.787028218925;31.9490519596688;250.930458956868;77.5199336973061;5.86681528873146;34.2473787581503;13.770445578801;;13.0;7.0;13.0;13.0;10.0;17.0;0.0;0.0;0.0;0.0;0.0;767.0;0.0;0.0;0.0;0.0;0.0
29008;130.0;105.0;147.0;241.0;258.0;122.0;15.0;1003.0;1054.0;181.086538461538;303.442307692308;122.355769230769;29.3653846153846;151.721153846154;27.0;305.0;105.0;6.0;24.0;10.0;;5.0;5.0;8.0;7.0;3.0;5.0;0.0;2.0;0.0;0.0;0.0;820.0;0.0;0.0;0.0;0.0;0.0
29010;338.179474183711;411.702014786687;311.784016003223;313.711932529673;224.582401648358;91.5010033411393;8.5391575072084;1603.0;1563.0;158.119384186333;447.364177880347;210.873346758998;54.8530267034301;181.637804417919;219.580860063429;599.156115399566;130.978545976931;7.99944280505507;28.9150675995463;4.94418913100856;;19.0;18.0;13.0;12.0;15.0;22.0;0.0;0.0;0.0;0.0;0.0;1026.0;0.0;0.0;0.0;0.0;0.0
29011;606.046690607096;476.077791452902;573.240042749854;676.176339825086;806.09567366965;444.142407148389;89.2210545470226;3474.0;3437.0;378.49592362356;1044.23168842409;450.341322778415;98.0991247652039;500.657602655017;103.290930511166;1084.61418243528;307.63721388604;21.631169355404;57.0483103366771;9.84571008257976;2235.61608835802;32.0;30.0;36.0;31.0;23.0;34.0;0.0;0.0;0.0;0.0;0.0;2809.0;0.0;0.0;0.0;0.0;1.0
29012;14.3902427642523;14.1410433204442;19.1204629829064;39.3765978424374;54.0822841420463;29.0034263889806;1.88594255893258;204.999999999999;190.0;55.6471254597317;49.2467062956776;8.92973097445649;9.7557808566749;30.5611944645463;4.09643188680328;40.4479951453141;17.6670942775834;0.89427973080655;6.77161847621025;2.0443896418953;;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;138.0;0.0;0.0;0.0;0.0;0.0
29013;37.2205425595958;33.3798790997529;38.4318835209537;37.0862634634215;63.9231192638454;15.0419300466427;1.91638204578735;212.0;229.999999999999;36.6381708847266;55.5553321127788;26.4835233516942;9.84870749850465;19.2231012625799;15.9477001183679;62.5272966120789;19.2769330091476;6.38508373730293;8.25686525611503;6.99104777873959;;1.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;179.0;0.0;0.0;0.0;0.0;0.0
29014;48.0195351970654;65.5267819025177;41.2643970520512;122.314378002876;102.179574257644;41.571617433652;7.12371615419387;424.0;458.0;88.0439385324393;119.152722675064;48.5822132290085;25.0529368573186;45.5175725887373;15.6596790698731;127.301640468851;47.5147368617162;3.83354079168699;23.9109858137182;7.09942713051124;;5.0;3.0;1.0;4.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;378.0;0.0;0.0;0.0;0.0;0.0
29015;708.626363579416;485.430709766966;682.545268372006;716.73715935309;587.1276789284;283.124554289453;80.4082657106651;3556.00000000001;3401.99999999999;378.360363945628;1017.51449151249;503.773232701682;80.7461293787336;432.995129432075;118.632064474553;1248.69674469558;257.435823629619;17.6162337259034;54.0292327978029;16.3804783139059;2184.83542094259;34.0;43.0;34.0;22.0;28.0;36.0;0.0;0.0;0.0;0.0;0.0;2412.0;0.0;1.0;0.0;0.0;1.0
29016;160.398227479623;165.61703027941;170.501868934537;225.266506196804;224.195086247772;97.2601642191681;11.7611166426844;1033.0;1035.0;237.226208883284;274.670788207671;115.527612028867;44.950482732075;119.274172328739;50.6075367691983;319.813681143159;84.7188578999396;11.9481664590719;35.6458427792056;7.88459603090852;;5.0;10.0;8.0;9.0;5.0;6.0;0.0;1.0;0.0;0.0;0.0;791.0;0.0;1.0;0.0;0.0;0.0
29017;205.5325812748;88.48824057357;178.45275150193;187.997250703284;148.557774466204;52.864878902003;5.10652257820967;882.0;825.0;86.5993302557594;265.645242510056;109.411712106764;45.115408223772;116.083535606516;19.1082462451269;320.845200786355;62.9294095880949;5.02879809708796;22.1565726758167;5.06316239681424;;14.0;10.0;7.0;5.0;9.0;12.0;0.0;0.0;0.0;0.0;0.0;721.0;0.0;0.0;0.0;0.0;0.0
29018;78.7154171129193;49.6294863387468;73.1314506071648;89.041113047476;106.565298427486;43.3431527949212;6.57408167128602;450.999999999999;454.0;93.6668333181688;128.061662045386;40.5718769324337;24.8219649015288;62.6678202114236;11.8612942952424;119.238263479692;30.3382982742022;0.0;13.6743701845326;1.90081821925264;;7.0;7.0;3.0;0.0;6.0;9.0;0.0;1.0;0.0;0.0;0.0;377.0;0.0;0.0;0.0;0.0;0.0
29019;19756.0407785061;40603.6143388947;25896.1254593624;23022.146620018;19076.9896563555;10754.1063053184;1883.97684154499;139342.0;140547.0;42404.1606538077;31226.8717214768;10807.6463963466;6410.64795913413;14125.3128109621;11547.5192841636;47079.1867974125;7932.35332202802;2429.88519687898;5907.95116196921;790.613594982452;2554.97574229097;1853.0;1911.0;1653.0;1674.0;1515.0;2133.0;26.0;1.0;0.0;3.0;1.0;84924.0;29.0;15.0;17.0;14.0;41.0
29020;1102.69055932564;869.050874603538;1171.76188883146;1236.1148949908;930.651919590072;422.531182688448;82.1986799700314;5627.0;5441.0;770.003509825431;1597.19296807154;766.531078263069;219.004079148443;616.786139239034;274.27635231667;2106.08026329677;431.034742488267;53.1262626536441;142.514308587427;26.8121891413283;2081.33879451503;57.0;53.0;41.0;47.0;47.0;59.0;0.0;0.0;0.0;0.0;0.0;4260.0;1.0;0.0;2.0;0.0;2.0
29021;208.0;171.0;208.0;429.0;624.0;289.0;26.0;1928.0;2019.0;408.326530612245;602.551020408163;169.306122448979;69.734693877551;363.510204081632;54.0;460.0;209.0;9.0;31.0;22.0;;25.0;19.0;16.0;23.0;21.0;26.0;1.0;3.0;0.0;0.0;0.0;1834.0;1.0;1.0;0.0;0.0;1.0
29022;212.016182660814;220.88299623334;268.603381523284;462.069684007557;773.989462144598;434.838017110608;75.6002763197968;2585.99999999999;2617.99999999999;639.789546347308;701.755334865364;167.826840438711;99.5228464131994;434.405648013453;79.8349931753575;558.414620153124;164.398795736347;26.7454526577999;72.9956075530512;35.3556122195584;1946.01884161167;29.0;31.0;29.0;25.0;25.0;31.0;3.0;2.0;1.0;2.0;0.0;2309.0;1.0;0.0;0.0;0.0;1.0
29023;342.0;284.0;341.0;649.0;1008.0;551.0;86.0;3148.0;3129.0;720.155172413793;1007.21003134796;231.658307210031;90.6489028213166;684.902821316614;65.0;774.0;316.0;14.0;64.0;34.0;2050.49755687122;25.0;34.0;51.0;40.0;18.0;31.0;2.0;1.0;0.0;1.0;0.0;2994.0;1.0;0.0;1.0;0.0;1.0
29024;885.411311215217;1161.86969648603;1029.43535926056;1352.36422436123;1663.28683142195;1024.63978557348;208.99279168154;7239.99999999998;7541.0;1965.4874199558;1804.81880182289;551.322291715324;311.413644572629;952.060178592293;432.382070236425;1904.78411079218;563.220761901143;89.9385475395432;247.764894024171;55.0934053310518;2171.14363591227;71.0;79.0;68.0;71.0;52.0;90.0;1.0;1.0;0.0;0.0;0.0;5614.0;4.0;0.0;2.0;2.0;4.0
29025;254.996957747478;212.35568864149;259.713471597489;387.179407580789;300.788029957065;123.488897242244;18.4775472334447;1588.00000000001;1593.0;264.279935367665;456.650786915942;173.092462292035;80.0547579225409;208.608894609861;66.2634742896164;543.729043033982;145.132376912759;20.0741033671698;33.6626516186152;12.7528543313259;;15.0;10.0;15.0;13.0;13.0;16.0;0.0;0.0;0.0;0.0;0.0;1264.0;0.0;0.0;0.0;0.0;1.0
29026;777.301247214744;846.35570224317;857.426336652202;1164.7012866133;834.485762576933;515.394451092674;110.33521360698;5211.99999999999;5216.99999999999;1105.99810899969;1245.16963583004;460.376001112507;208.543974333223;576.249660384308;238.180001891622;1682.28842476367;383.356738641311;67.1495918165723;178.456414819225;41.1947372440043;2216.59455469096;54.0;54.0;59.0;39.0;41.0;64.0;0.0;1.0;0.0;0.0;0.0;3746.0;2.0;0.0;2.0;2.0;2.0
29027;537.0;438.0;528.0;788.0;809.0;446.0;100.0;3677.0;3650.0;728.323782234957;1009.58452722063;341.558739255014;135.618911174785;532.406876790831;134.0;1061.0;283.0;21.0;87.0;25.0;2115.40282516381;40.0;31.0;36.0;21.0;36.0;49.0;0.0;0.0;1.0;0.0;0.0;2699.0;0.0;1.0;2.0;0.0;1.0
29028;74.8831716106091;67.9560952579861;83.5221983110515;172.068789345333;279.349405168076;178.216548461511;56.003791845431;956.000000000002;1012.0;186.461365506738;248.099768639943;72.5573800522527;28.5398531262024;147.002535461488;21.5552394130544;188.950074217108;62.8954912712449;8.25521387455983;28.6435665778481;8.147443271035;;5.0;5.0;9.0;7.0;4.0;7.0;1.0;2.0;0.0;0.0;0.0;800.0;0.0;0.0;0.0;0.0;0.0
29029;189.920300823518;173.77778267859;192.166418293229;235.884304257003;237.599766336964;92.232260660399;13.419166950296;1142.0;1104.0;210.271751891209;322.291986139638;137.789594788031;40.8107837047116;143.691607646895;58.304160507416;388.095339229034;93.502746561966;9.86406709183148;19.921768044283;14.3360204166575;;10.0;8.0;6.0;8.0;9.0;13.0;0.0;1.0;0.0;0.0;0.0;919.0;0.0;0.0;0.0;0.0;0.0
29030;486.880360329884;404.011435141543;532.833979924263;813.647224448475;851.032357735867;440.685533485069;52.9091089349011;3782.00000000001;3844.00000000001;667.185404168033;1041.77252228177;386.293002829198;145.46157641331;510.017943039259;159.543024090932;1078.47159979282;364.276310615441;31.7339232645505;74.788550082911;38.6439784634788;1992.31139524797;46.0;30.0;26.0;35.0;29.0;57.0;0.0;2.0;0.0;0.0;0.0;3256.0;1.0;0.0;1.0;0.0;1.0
29031;681.532004593473;419.701536755825;674.38788061102;958.387107709944;1298.03387494112;594.691688559536;74.2659068290766;4310.0;4072.0;840.243436283806;1459.04093132121;455.28391623195;187.734143453654;820.962301491615;110.313518650518;1329.08614130637;390.442703673999;32.4194986539786;128.151248460772;36.8592282731299;1992.43358511692;68.0;67.0;55.0;55.0;50.0;82.0;1.0;10.0;1.0;0.0;1.0;4713.0;1.0;0.0;0.0;0.0;1.0
29032;323.764680883641;267.764474178284;329.647739674102;474.774392300806;524.226437846355;206.769817646943;25.0524574698712;2037.0;2260.00000000001;244.552767599004;668.155820069846;266.778941758506;52.4387417453492;348.938136565991;65.4618537832503;682.391033987535;156.232643803003;17.4503843693316;52.6648107007058;17.0502006896902;1907.26630312818;20.0;21.0;26.0;31.0;17.0;25.0;1.0;1.0;0.0;0.0;0.0;1937.0;0.0;0.0;0.0;0.0;0.0
29033;66.1433881957826;69.5262245935335;73.4248462717707;127.521506903064;104.221939770075;61.291368425081;5.87072584069211;534.0;577.0;91.1629179936751;136.702237062999;50.0561221747137;22.2866031897749;68.2283939528624;22.0845445710665;165.62626625504;43.7731806682869;2.62697906043318;21.4276805557527;2.05185894215987;;7.0;6.0;1.0;5.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;409.0;0.0;0.0;0.0;0.0;0.0
29034;138.0;83.0;133.0;111.0;140.0;37.0;2.0;657.0;653.0;102.454545454545;180.515151515152;78.0606060606061;34.1515151515152;68.3030303030303;22.0;210.0;43.0;3.0;29.0;3.0;;6.0;8.0;11.0;7.0;5.0;10.0;0.0;1.0;0.0;0.0;0.0;430.0;0.0;0.0;0.0;0.0;0.0
29035;272.103708304948;174.589614649055;264.703664533096;238.033572920052;145.611526044708;35.7086276040866;4.24928594405464;1091.0;1034.0;93.6848407621313;328.659958227738;180.998815624951;24.982583681909;127.472796680765;39.5666802941259;462.094253036956;86.0314369872995;5.07755763745072;28.432990458856;8.32625174506862;;18.0;10.0;8.0;8.0;14.0;20.0;0.0;0.0;0.0;0.0;0.0;760.0;0.0;0.0;0.0;0.0;0.0
29036;72.0;72.0;104.0;121.0;159.0;51.0;13.0;613.0;663.0;141.675213675214;166.974358974359;50.5982905982906;25.2991452991453;96.1367521367521;24.0;176.0;57.0;5.0;24.0;11.0;;3.0;7.0;8.0;7.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;0.0;0.0
29037;600.062045230034;405.782574414454;611.700146023871;965.009486152868;1092.29972018298;495.989723550387;100.156304445409;4048.0;3620.00000000001;733.306276366451;1287.29268241396;451.857945491918;151.338108662124;693.587084839072;88.442848601764;1304.88124049333;375.414518945189;22.8036485291554;104.461320356326;26.8963769872845;2145.0592735378;38.0;63.0;50.0;53.0;22.0;46.0;2.0;2.0;0.0;0.0;0.0;3915.0;1.0;0.0;0.0;0.0;1.0
29038;180.058394692462;119.825633306691;194.534027790687;221.863274314142;181.093761650647;82.5463278247591;14.0785804206121;1031.0;1134.0;169.686715481467;274.579313207343;106.662674560433;34.1538369365445;138.436131163635;36.5441703185413;351.12022764872;72.2988788111007;8.82513776426383;50.7418147117208;13.0369837090004;;22.0;12.0;8.0;11.0;18.0;25.0;0.0;1.0;0.0;0.0;0.0;832.0;0.0;0.0;0.0;0.0;0.0
29039;2449.7455046496;2533.53161023482;2876.45506145639;4315.46996061559;5128.40201676066;2884.19633440766;444.199511875271;19046.0;18826.0;5400.25155090983;5674.74018015138;1658.04672724345;947.825801780813;3084.66083433721;768.485321675442;5810.94788536962;1741.97942641059;179.990805894168;721.957153840604;233.286054776052;2291.47069731002;253.0;203.0;229.0;200.0;179.0;311.0;10.0;5.0;0.0;1.0;2.0;18299.0;5.0;3.0;3.0;2.0;9.0
29040;353.264949961249;259.609031708182;353.837885455198;590.531206057542;798.57402320518;387.688832535039;70.494071077607;2678.0;2687.99999999999;504.507925145228;850.375207031652;253.941870467886;86.5788234772867;519.467524317922;83.8140981552363;697.847914991896;269.940178502999;14.1779572958555;70.7974865007925;27.794848893884;2275.49280544332;35.0;36.0;24.0;24.0;23.0;42.0;4.0;1.0;0.0;0.0;0.0;2518.0;0.0;1.0;1.0;0.0;1.0
29041;295.44616869329;296.506228328799;330.458145314079;384.721414398261;325.465240415968;184.077770506143;52.3250323434592;1903.0;1867.0;324.703369964167;510.473965458817;187.685497010418;121.687111019553;211.568753427924;90.2161583133797;660.522269200079;146.530803889753;24.2993519499288;41.4213762788353;8.01757441309066;;18.0;15.0;12.0;14.0;17.0;20.0;0.0;0.0;0.0;0.0;0.0;1362.0;0.0;1.0;0.0;0.0;1.0
29042;829.111868162389;880.322849663358;962.555886638368;1447.28144894713;1948.47967866288;1169.75700881529;172.49125911059;7539.00000000002;7751.00000000002;1667.61670733865;2092.39237993267;649.596015165474;315.636107066243;1153.56574426441;388.445614921232;1898.03978264445;665.083157851907;53.4796786066307;160.122233865224;56.160346506065;1994.64911468026;107.0;98.0;82.0;94.0;88.0;128.0;7.0;7.0;1.0;3.0;0.0;7023.0;5.0;0.0;2.0;0.0;3.0
29043;357.200488464132;210.104179585709;348.436372593949;384.492328054503;332.167549582549;145.689395185023;56.9096865341341;1792.0;1779.0;263.01051751676;529.917458243684;222.274445759354;60.7102655452624;246.932746939068;38.7346407049963;632.080225837224;145.774253587137;6.99512139878831;28.2112246703303;9.17215333556053;;16.0;16.0;17.0;23.0;9.0;21.0;0.0;0.0;0.0;0.0;0.0;1522.0;1.0;0.0;1.0;0.0;1.0
29044;217.520397830036;643.246366468702;252.41440249405;304.365581600265;274.587573564677;155.688556952301;10.1771210899692;2169.0;1756.0;208.03937062227;381.356347142921;157.318103381433;30.2574400538066;198.567462229705;436.252870102085;553.190256756518;120.25566173628;9.76460203645253;44.3920260012203;14.2326441693475;;8.0;6.0;10.0;12.0;7.0;9.0;0.0;0.0;0.0;0.0;0.0;1077.0;0.0;1.0;0.0;0.0;1.0
29045;381.063327876286;270.306813036247;417.827933980653;468.300241730347;482.05552622845;158.777426715213;16.6687304328065;2294.00000000001;2428.0;226.934856887111;682.848321092931;269.098522773502;89.4182751349898;324.331523184439;82.1492993940161;759.630221640129;214.163339777965;7.13039186350654;32.280624802274;9.99571067441941;2138.9492724854;20.0;20.0;20.0;18.0;12.0;23.0;0.0;0.0;0.0;0.0;0.0;1834.0;0.0;0.0;0.0;0.0;0.0
29046;1529.63053734141;1621.18214430374;2038.45989499984;2948.98077486836;3598.03596112;2066.04616273412;385.664524632531;14063.0;14815.0;4314.27754771937;3589.74261531456;1069.82226973568;668.619831497551;1860.11457466239;464.243472249761;4001.30105316904;1206.42294260505;96.8648629076725;616.989363957999;155.520712764177;2182.95037563544;160.0;152.0;146.0;139.0;132.0;204.0;9.0;5.0;1.0;1.0;0.0;12128.0;6.0;0.0;2.0;2.0;7.0
29047;388.872475608487;296.705350056878;377.65974609085;421.132385274156;289.401236784625;128.683724309991;8.54508187500987;1818.0;1792.99999999999;191.599959067542;583.634440056949;288.396043155773;34.7809585375063;260.45743836367;86.6801386295961;731.145914817423;126.180228522371;16.3094465595627;35.403223846547;6.80198114959212;;22.0;15.0;20.0;16.0;17.0;23.0;0.0;0.0;0.0;0.0;0.0;1369.0;0.0;0.0;0.0;0.0;1.0
