CODGEO;P22_POP;P16_POP;SUPERF;NAIS1621;DECE1621;P22_MEN;NAISD24;DECESD24;P22_LOG;P22_RP;P22_RSECOCC;P22_LOGVAC;P22_RP_PROP;NBMENFISC21;PIMP21;MED21;TP6021;P22_EMPLT;P22_EMPLT_SAL;P16_EMPLT;P22_POP1564;P22_CHOM1564;P22_ACT1564;ETTOT24;ETAZ24;ETBE24;ETFZ24;ETGU24;ETOQ24;ETTEF124;ETTEFP1024
25019;385;377;4.07;18;28;172.973238747905;1;5;192.170129939615;172.973238747905;7.07253886010364;12.1243523316062;147.571579075387;161;s;23200;s;38.9153951083525;28.9021897949304;44.7724568748493;228.221933780962;14.0428868807886;177.093882093677;8;1;0;1;3;3;7;0
25020;891;930;1.32;47;53;432.489312220599;7;7;476.759804023878;432.489312220599;2.01229508196722;42.2581967213116;327.339166043187;396;s;22370;s;179.119238157548;138.500001633129;162.919389301116;523.086339690155;49.3339044439693;363.032141799181;26;0;0;4;19;3;22;3
25021;1621;1630;14.98;76;118;737.913930939901;16;18;845.178608104992;737.913930939901;53.6323385825456;53.6323385825456;550.284775211866;693;s;22480;s;411.89048964466;298.821686686336;368.69378211802;921.238588255893;52.2215537844548;713.751090115516;50;4;7;7;25;7;39;8
25022;1491;1438;12.57;83;79;621.055112951083;8;10;671.965583360794;621.055112951083;3.05462822458269;47.8558421851288;502.146146223597;594;s;24800;s;217.799528327945;162.285911919845;219.604556151108;889.580550546506;45.0944480687352;682.545123824935;29;5;4;2;14;4;21;6
25024;955;839;21.34;59;31;384.625134896674;7;3;444.737309746605;384.625134896674;30.0560874249658;30.0560874249658;302.555187184843;380;s;28930;s;124.86291815435;68.6870259114653;133.410527232477;581.73356076678;24.811258140878;494.113089680798;24;7;1;7;6;3;21;1
25025;751;670;28.49;66;33;310.346048598703;14;7;390.104161505792;310.346048598703;46.7914262388254;32.9666866682633;242.8341319496;304;s;26180;s;119.419485664015;84.0195371126749;83.2979038916354;477.835874605897;28.3365399969223;396.660676483735;25;10;3;0;9;3;20;1
25026;228;198;10.72;11;10;104.519894253428;1;2;120.910138155866;104.519894253428;11.2682926829267;5.12195121951215;94.2283698385696;99;s;22250;s;33.4797009627978;14.2048294605449;26.0427525102621;143.446340087947;15.3362712835521;114.010297286309;8;3;0;0;3;2;6;1
25029;260;238;15.17;11;13;109.454865493889;3;4;132.420212300413;109.454865493889;10.4387940029656;12.5265528035587;93.9717358135967;110;s;24950;s;75.6507806026871;46.2017612276941;197.181565075664;171.583951115654;8.50204398806025;133.272098812122;11;7;0;1;2;1;9;0
25030;422;432;1.75;24;10;194.131689641973;3;2;203.192603347557;194.131689641973;2.01353637901862;7.04737732656517;148.732390665131;184;s;26080;s;44.025627639032;32.1461025589808;44.7584603018427;262.392275257584;8.98279793183121;219.052755263323;7;1;0;1;3;2;7;0
25031;14009;13582;8.76;1061;961;6245.82523293556;157;164;7233.94173325376;6245.82523293556;89.6960998962909;898.420400421915;3130.15553815739;6027;39,0;18210;26,0;4864.71789312373;4396.10516636988;5089.96080638944;8204.88650408022;1219.57366093017;5905.3484358962;434;0;25;40;288;81;289;86
25032;431;416;6.59;23;10;161;5;2;178;161;2;15;136;154;s;24100;s;910.862996584903;860.686086947703;611.484326781682;275;12;226;39;3;15;4;14;3;25;14
25033;497;528;6.56;19;31;226.204067148356;2;2;254.933478913062;226.204067148356;9.26755218216319;19.4618595825427;208.231420857657;223;s;25610;s;262.176512766129;250.929366799519;317.13012432854;279.590831319716;17.4878961700955;233.652572063677;7;1;2;2;1;1;4;3
25035;2522;2564;9.16;100;115;1031.02527089113;19;21;1088.84369732966;1031.02527089113;6.51475227476438;51.3036741637695;856.118093853874;1006;70,0;27630;s;322.289657946233;238.829057037198;228.493117896748;1533.29528404976;49.359044826644;1234.13998763996;62;1;3;8;43;7;43;9
25036;2237;2261;8.62;104;443;845;16;76;908;845;6;57;653;806;s;26870;s;615.149702802317;543.797612712983;667.085157401054;1154;75;851;53;0;2;8;37;6;41;6
25038;153;166;5.62;8;10;76.5;1;2;102.166666666667;76.5;10.2666666666667;15.4000000000001;62.22;74;s;22140;s;26.1815349047139;16.0907438974431;38.0365843770204;79.56;2.04;69.36;7;0;0;2;4;1;4;1
25039;954;900;12.86;71;37;415;11;6;465;415;19;31;274;387;s;25990;s;697.928479656332;640.958391113482;691.75393362231;566;31;481;37;5;7;2;20;3;26;8
25040;808;827;3.73;30;30;367.65896472653;6;6;407.496673557079;367.65896472653;5.1073985680191;34.7303102625299;277.521776084679;343;s;24400;s;76.4199448606963;47.6179603316169;77.762345142522;509.713978842843;38.8985672794683;377.019561310817;7;1;0;0;3;3;7;0
25041;378;371;11.56;32;12;151.940879278993;0;1;162.502315082031;151.940879278993;3.16843074091119;7.39300506212611;126.234639632092;148;s;28350;s;190.432163467429;169.451295573813;238.148879256769;256.673268101635;7.22613682536463;219.05638013487;6;1;3;0;0;2;5;1
25042;238;244;11.26;19;14;95.0392779992117;2;1;111.819667362934;95.0392779992117;7.19159544159543;9.58879392212724;81.9333618602382;93;s;31400;s;36.1079990811854;10.2234385101296;35.0015513999074;160.634193831195;8.7032706474119;141.315000563052;7;3;0;1;2;1;6;1
25043;2015;2015;3.84;93;269;855.103289671227;13;36;956.576176803679;855.103289671227;3.10631287140159;98.3665742610503;658.37336219798;837;s;25280;s;561.030716993041;478.844695434471;489.674724235009;1077.55049877788;77.5628794230241;803.560006685035;50;0;8;10;26;6;35;12
25044;60;52;5.81;2;2;25;1;0;32.8148148148148;25;7.81481481481484;0;23;s;s;s;s;7.04285714285714;1.04285714285714;8.41529431798606;26;2;20;4;2;0;0;1;1;3;0
25045;42;57;2.78;1;2;25.2;0;0;30.8666666666667;25.2;2.42857142857143;3.23809523809524;25.2;s;s;s;s;5.53016393442623;3.24;10.7693957895942;20.4;2.4;15.6;2;0;0;0;1;1;2;0
25046;79;78;6.38;9;2;32;1;0;46;32;11;3;29;s;s;s;s;6.81733860169986;0.817338601699857;8;48;3;43;2;1;0;0;0;1;1;0
25047;5064;5149;24.79;257;549;2477.05916413615;32;109;2968.07919060473;2477.05916413615;45.9227362884291;445.097290180159;1415.07870060094;2444;47,0;21910;14,0;2387.60196834618;2051.92927892859;2444.62864735455;2814.14501983271;216.362803576543;2182.50854806184;234;5;18;19;151;41;174;46
25048;3566;3661;8.83;197;236;1634.17374797405;27;38;1761.73352758837;1634.17374797405;16.0705234159779;111.489256198347;1175.86253435763;1577;53,0;22790;11,0;1127.03142742101;1026.3547036302;1115.58742552003;2053.06263195863;149.06992038866;1492.4929943873;48;1;3;3;31;10;38;8
25049;131;140;3.2;7;1;54.3170731707315;0;0;60.0578139114723;54.3170731707315;3.44444444444445;2.2962962962963;46.861788617886;49;s;38630;s;3.1951219512195;1.0650406504065;5.15832999042464;89.463414634146;4.260162601626;74.552845528455;1;0;0;0;0;1;1;0
25050;512;443;10.72;53;6;197;5;3;215;197;11;7;164;193;s;34190;s;185.876519130489;143.853927601844;185.663358824921;317;21;275;21;3;3;8;6;1;14;6
25051;626;607;16.13;41;39;285.557753172193;6;6;339.000650108126;285.557753172193;22.183844011142;31.259052924791;213.812178933493;259;s;24150;s;216.032893665714;147.802401906713;213.751369560578;369.325965266322;13.0813762986095;303.869528582781;35;7;5;8;10;5;28;3
25052;75;66;4.72;5;2;31.3291139240506;1;0;35.7272620721988;31.3291139240506;2.9320987654321;1.46604938271605;22.7848101265823;s;s;s;s;13.3804972839993;3.85111019289196;15.786871632689;38.9240506329114;0;36.0759493670886;3;2;0;0;0;1;3;0
25053;90;108;9.31;1;6;41.25;1;0;54.4703389830508;41.25;9.15254237288133;4.06779661016948;33.75;s;s;s;s;16.0328550988095;0.9375;26.1167134662184;45;0;36.5625;6;4;0;1;0;1;5;0
25054;543;481;3.11;35;23;221.864736397453;1;2;230.196764460759;221.864736397453;1.0415035079132;7.2905245553924;201.04758052772;212;s;25630;s;63.8848505306636;52.7126295643121;65.1852310469002;292.831865538303;16.5399660991349;231.66312885733;9;0;2;1;4;2;7;2
25055;358;320;4.07;36;10;128.547927024647;4;3;136.775274917325;128.547927024647;1.37122464877971;6.85612324389855;115.770252168606;129;s;25630;s;17.4136496332229;10.2428987696797;12.4767846061069;214.41792219091;5.02873547525925;175.618666703573;5;0;0;2;1;2;4;0
25056;120057;116466;65.05;8150;5722;64400.6295756238;1077;1043;73050.3320233383;64400.6295756238;1708.90725042361;6940.79519729082;22759.6177365722;52724;48,0;20680;23,0;74069.0509640973;67128.603142807;70094.943466854;80504.6196457521;8269.48008986817;55011.9193147555;4289;18;211;173;3119;768;2900;981
25057;5288;5702;6.54;411;266;2052.28694902979;58;33;2308.70662116094;2052.28694902979;18.0295081967214;238.390163934427;1102.68181372454;1975;35,0;17310;31,0;845.300609556748;769.686517292709;836.390524798465;2872.35802786188;405.76526861975;1872.94447560601;62;1;0;13;34;14;47;11
25058;1342;1364;3.99;165;70;636.083943195782;23;15;794.810878038149;636.083943195782;12.3454282655174;146.38150657685;423.339397942365;619;s;22730;s;405.915221638804;319.992654835885;355.725641949023;821.187627164501;59.1071654699411;670.678427499763;42;1;3;4;26;8;34;5
25059;269;284;5.78;14;18;113.357115977524;1;1;133.464808285216;113.357115977524;2.23418803418804;17.8735042735043;88.112310879699;111;s;23280;s;29.784412296023;15.9034444824252;14.6962962962963;169.508289262886;11.8627297281978;140.873397295849;8;4;0;2;1;1;8;0
25060;2128;2030;50.94;174;68;879.746205247604;27;20;999.052624403238;879.746205247604;34.790329963276;84.5160891923585;677.076552566501;860;61,0;26230;s;419.314034517354;312.494887259146;392.29332956348;1293.19260246194;60.6609712507798;1071.52761724072;62;14;8;17;18;5;50;6
25061;111;110;3.81;3;5;57.5555555555557;0;2;72.5555555555557;57.5555555555557;4.99999999999999;9.99999999999999;53.4444444444446;57;s;28350;s;8.11681298991845;4.00570187880733;10.724740934081;53.4444444444446;1.02777777777778;40.0833333333334;3;0;0;0;2;1;3;0
25062;304;309;7.85;20;9;121.226462332689;5;0;154.08846340661;121.226462332689;16.4310005369606;16.4310005369606;104.727683152324;115;s;37740;s;21.2868458539009;11.0461104969738;34.6612158466383;202.793785447014;11.2988401881868;166.94218004169;2;0;0;0;1;1;2;0
25063;1236;1226;10.06;50;266;471.971270190177;8;63;526.933355262728;471.971270190177;8.29616378453592;46.6659212880146;390.617340541502;447;s;25920;s;333.002412578323;292.463324902242;345.555404654585;655.040959418101;45.9383171647558;517.898680176661;20;0;2;1;12;5;12;6
25065;55;59;0.89;2;2;26.5178571428571;0;0;29.1845238095238;26.5178571428571;2.66666666666666;0;25.5357142857143;s;s;s;s;0.982142857142857;0;5.17543859649125;28.4821428571429;0;23.5714285714286;1;0;0;0;0;1;0;0
25066;78;84;2.12;1;5;35.36;0;0;56.9115151515151;35.36;11.2442687747036;10.3072463768116;33.28;s;s;s;s;3.12;1.04;2;45.76;0;40.56;1;0;0;0;0;1;1;0
25067;188;195;8.04;7;10;84.1052631578947;1;0;92.191284663271;84.1052631578947;3.03225806451612;5.0537634408602;73.2210526315789;81;s;24540;s;21.1281461487632;16.1907969408446;28.8679392856549;107.852631578947;6.92631578947368;82.1263157894737;3;0;0;1;1;1;2;1
25070;379;379;12.21;19;16;164.718392838511;4;6;201.321567441686;164.718392838511;22.5250305250306;14.0781440781441;126.548762496585;155;s;23130;s;64.1238915508294;38.7141796010294;73.0385959705136;228.745470266713;10.7588224837703;193.696390493104;16;7;1;1;6;1;10;1
25071;481;473;4.68;30;22;221;0;2;242;221;3;18;189;210;s;25610;s;27.99374736866;19.9976094288276;26.0309027821034;287;13;231;2;0;0;0;1;1;2;0
25072;19;34;1.8;0;0;9.95238095238095;0;0;18.952380952381;9.95238095238095;7;2;8.14285714285714;s;s;s;s;9.90578700161974;4.90578700161974;21.5047499334155;13.5714285714286;0.904761904761905;8.14285714285714;2;0;0;0;1;1;2;0
25073;828;841;7.66;35;25;328.818301386112;4;4;348.93019277188;328.818301386112;0;20.111891385768;281.516630220963;317;s;25620;s;52.8705678579706;36.8862842450619;65.5484855085689;498.570567809294;19.9613815292443;376.815591196806;8;1;1;1;4;1;6;0
25074;1001;887;17.71;72;146;375.042319927796;7;30;414.623693085953;375.042319927796;13.5409960804222;26.040377077735;303.422245498523;363;s;32390;s;325.093312542104;271.760828449837;226.651914868826;565.569312689879;46.2482290863143;485.722554128528;28;3;7;3;11;4;21;4
25075;420;379;16.53;27;13;155.723325696288;6;2;188.911128295455;155.723325696288;20.7423766244798;12.4454259746879;120.509224643687;153;s;33090;s;64.272898391788;44.2700179084338;54.6397690476233;257.614558558011;12.6282414835185;217.602385479887;11;3;0;2;5;1;9;1
25077;86;74;5.13;6;1;33.0769230769231;2;0;43.231961836613;33.0769230769231;7.10852713178293;3.04651162790697;26.4615384615385;s;s;s;s;10.5502706248975;1.89010989010989;9.0042735042735;53.8681318681319;1.89010989010989;48.1978021978022;1;0;0;0;0;1;1;0
25078;1057;1079;24.34;52;36;455.796343208098;12;7;498.314733935311;455.796343208098;10.3703392017594;32.1480515254541;358.065620706345;441;s;24260;s;159.510456334293;107.840344278911;142.325379467511;638.055938884835;26.1857125693705;499.743389994767;29;5;5;5;12;2;24;1
25079;459;422;28.22;25;18;199;2;2;229;199;11;19;161;193;s;26350;s;82.8714749502885;42.9577634669717;96.207186122937;292;18;247;20;11;1;3;3;2;18;0
25082;880;930;5.56;51;39;404.771856216782;5;8;436.693624612688;404.771856216782;1.02973446438406;30.8920339315218;329.732539964587;383;s;23670;s;114.980600216501;92.7880933673821;116.380498108371;532.610080757199;21.0865351765289;415.058452924175;13;0;1;3;7;2;12;0
25083;189;191;10.48;20;11;83;4;0;101;83;2;16;68;80;s;18550;s;14;4;14.5664667663544;102;5;81;4;2;0;0;1;1;3;1
25084;1200;1102;5.58;54;38;510.397666354953;19;6;550.046435055425;510.397666354953;12.5206638001492;27.1281049003232;389.093202083477;482;s;25490;s;397.853189788484;339.336283135395;348.33928376592;734.77853867077;42.0581056378494;601.776074159281;21;0;5;4;8;4;16;4
25085;441;360;18.17;33;10;181.37503269872;7;2;199.522447664706;181.37503269872;7.4724649859944;10.674949979992;135.955520613463;179;s;28130;s;41.0004471952675;19.9026460666978;46.5358995887664;285.438233563094;16.2655613896311;229.944722821548;7;3;0;2;0;2;6;1
25086;205;198;1.95;12;3;79.7783251231528;0;3;82.7909833510009;79.7783251231528;0.753164556962026;2.25949367088608;74.729064039409;76;s;26880;s;10.0222608731705;4.97299978942661;12.8183382488927;131.28078817734;2.01970443349754;97.9556650246307;7;0;0;2;4;1;7;0
25087;181;172;6.45;6;8;80.8445079626586;1;2;109.701650819801;80.8445079626586;14.4285714285714;14.4285714285714;60.3775439214792;75;s;20910;s;8.14257502832566;2.04669640411794;8.77724420419114;116.551168564357;7.16343741441279;94.1038240012791;2;1;0;0;0;1;1;0
25088;87;96;3.26;4;3;36.5795454545455;0;0;41.6958245243129;36.5795454545455;2.04651162790698;3.06976744186047;25.7045454545455;s;s;s;s;2.96590909090909;0.988636363636364;6;54.375;0.988636363636364;40.5340909090909;2;1;0;0;0;1;2;0
25089;102;85;7.22;7;5;42.673469387755;2;0;52.8657770800627;42.673469387755;4.07692307692308;6.11538461538462;37.469387755102;38;s;21740;s;20.0951013260319;12.8093870403176;20.0623007990374;56.2040816326529;4.16326530612244;47.8775510204081;7;2;1;0;3;1;6;0
25090;75;60;2.15;5;2;33.6538461538462;0;0;40.441724941725;33.6538461538462;4.24242424242424;2.54545454545455;23.0769230769231;s;s;s;s;5.2206001134358;3.20910211030943;1.93548387096774;43.2692307692308;3.84615384615385;41.3461538461539;1;0;0;0;0;1;1;0
25091;487;483;7.37;31;14;193.020879606099;6;2;204.17630646954;193.020879606099;2.47898374743134;8.67644311600969;165.084795514304;196;s;32910;s;32.1984039974543;14.6279207042459;36.7917202812088;311.727285791677;21.1957807771619;260.2530721712;5;2;0;1;0;2;3;0
25092;70;71;4.16;9;3;31;0;1;40;31;6;3;27;s;s;s;s;15.0148398401048;2.90918033849792;16.1253863411026;37;2;27;3;2;0;0;0;1;3;0
25093;76;71;1.83;4;0;34;0;0;34;34;0;0;31;s;s;s;s;6.92036173213539;2.92036173213539;7.6241612852717;47;1;35;1;0;0;0;0;1;1;0
25094;119;111;5.62;6;10;53;0;1;59.0983606557377;53;3.04918032786885;3.04918032786885;46;52;s;21530;s;7;5;7;76;1;61;1;0;0;0;0;1;1;0
25095;285;276;13.66;15;18;130.880954328156;3;5;189.94185967795;130.880954328156;34.0350979981865;25.0258073516077;106.681366556631;129;s;22510;s;39.7960812659508;15.7254749124489;39.0964943931965;165.926991461198;4.24140000917197;132.082021989926;12;4;2;3;2;1;12;0
25096;179;99;6.18;15;3;70.2822085889568;0;0;76.4536371603853;70.2822085889568;3.08571428571426;3.08571428571426;48.3190184049078;61;s;32920;s;44.3632237212502;26.3694152721867;17.3206716633713;119.699386503067;8.7852760736196;97.736196319018;11;2;0;4;3;2;10;0
25097;477;481;2.9;19;18;204.048124342523;5;2;218.179274031353;204.048124342523;1.00936783491648;13.1217818539142;168.712045423451;205;s;27760;s;842.527052718793;803.366964255638;383.406924175055;285.413140188011;19.9749684076459;208.281381079429;44;0;10;6;24;4;18;23
25098;190;159;8.1;15;9;88.8043478260866;1;1;122.543453655175;88.8043478260866;31.3291696984396;2.4099361306492;76.4130434782606;84;s;26120;s;16.1000936232503;8.04171133055279;11.4090798244401;103.260869565217;4.13043478260868;84.6739130434779;5;1;0;0;3;1;3;0
25099;248;217;4.77;30;2;95.9429221858175;5;0;101.654181534918;95.9429221858175;2.85562967455024;2.85562967455024;64.2100511216919;89;s;29850;s;35.5751760124757;14.0891357029962;44.45959093995;168.821797890896;4.57618747048101;147.265082344848;7;2;1;2;0;2;7;0
25100;500;427;14.03;39;17;207.141372073337;10;3;231.415940546193;207.141372073337;5.7116631700838;18.5629053027724;181.69473521252;203;s;28390;s;147.892322453435;109.628192791491;81.6110301945257;326.714266171072;14.8384161791179;288.094923466339;30;3;4;7;13;3;23;4
25101;568;550;9.28;48;12;214.917738603684;5;2;225.095516381462;214.917738603684;0;10.1777777777777;183.657852871945;207;s;25370;s;35.1949962129909;17.7898469281055;45.2148736509022;353.682166272897;15.4520417249808;294.186181934191;6;2;0;3;0;1;4;0
25102;48;46;6.74;4;0;17.6326530612245;0;1;19.6326530612245;17.6326530612245;2;0;15.6734693877551;s;s;s;s;12.734693877551;0;19.8320610687023;24.4897959183673;0.979591836734694;22.530612244898;1;0;0;0;0;1;1;0
25103;675;628;5.2;56;30;271;8;4;298;271;5;22;223;255;s;25720;s;33.051288479887;17.0162031894352;41.9914269252952;418;12;335;12;1;0;2;7;2;11;0
25104;83;71;7.34;5;1;38.2236842105262;1;0;46.8875960562562;38.2236842105262;2.599173553719;6.06473829201101;25.1184210526315;s;s;s;s;21.0317748081821;11.311237050745;17.7317238918641;46.9605263157893;4.36842105263156;38.2236842105262;3;0;0;0;2;1;2;0
25105;619;543;9.91;38;26;254.510032360765;4;1;305.252577704589;254.510032360765;9.84556849954796;40.8969768442762;202.89691753895;251;s;23260;s;62.5505653405121;42.5043307049392;56.5523223274148;376.565621970779;25.3019767955691;299.227792286651;9;0;0;1;3;5;7;0
25106;66;75;3.39;2;5;38.5846153846156;0;1;50.4179487179488;38.5846153846156;5.37878787878785;6.45454545454542;32.4923076923078;s;s;s;s;5.10751547303273;1.04597701149425;6.38580311313275;36.5538461538463;3.04615384615386;33.5076923076925;2;1;0;0;0;1;2;0
25107;200;191;5.52;20;6;91;2;2;107;91;4;12;78;83;s;22520;s;21.021286971439;13.021286971439;18.0292712066906;106;7;87;6;2;0;1;1;2;5;0
25108;318;303;5.95;27;13;139;5;3;150;139;5;6;126;136;s;34080;s;15.8163281254671;3.81632812546711;18.9720847579509;199;9;166;1;0;0;0;0;1;1;0
25109;321;337;7.53;16;8;140.589493843667;1;2;168.916419523916;140.589493843667;15.1751387572763;13.1517869229728;124.546015061353;144;s;24520;s;12.6217741209222;1.97877581057043;17.5348200198345;205.330897133776;12.7529304704738;155.145692014848;3;1;0;0;1;1;3;0
25110;1032;974;16.25;68;27;418.422925450104;11;1;450.246675014122;418.422925450104;2.27312496885842;29.5506245951595;333.616247054696;407;s;28850;s;104.260459632507;69.3185613082833;104.752461743013;628.88552281678;30.9927341407366;536.738502963894;18;4;2;2;5;5;18;0
25111;375;374;5.68;16;18;169.582305262839;2;6;198.03888007972;169.582305262839;3.16184164632018;25.2947331705614;138.725210501574;163;s;25770;s;26.5049328526489;17.3411722364399;35.4150027029688;210.323796727445;10.3145493108845;157.367838038763;6;2;0;0;3;1;6;0
25112;1326;1291;3.94;64;39;592.30407116507;1;9;664.417765886896;592.30407116507;18.2823451407446;53.8313495810814;353.432437784672;538;s;24660;s;1048.3772444614;960.845729058358;973.031981332643;897.459500328036;76.2158238455074;697.221040973263;124;1;14;9;89;11;78;38
25113;139;134;6.42;3;3;55;3;0;65;55;4;6;47;51;s;24960;s;11.0255020909563;4.02550209095629;27.9796009101319;90;3;76;6;1;1;1;2;1;6;0
25114;386;377;10.21;27;21;170.468168220039;2;2;203.783957693723;170.468168220039;13.1244019138756;20.1913875598086;137.175775538877;164;s;24960;s;45.9696942295454;29.0028191940549;48.4893926532935;238.059161649397;20.7375418914304;189.218045424863;8;2;0;2;2;2;8;0
25115;271;282;3.01;20;3;132;1;1;139;132;0;7;99;123;s;26060;s;42.0541118567423;26.0730337383998;53.3024562501044;166;6;126;8;1;1;4;0;2;7;1
25116;250;253;8.2;14;8;109.738506992795;3;3;121.011234265522;109.738506992795;5.12396694214875;6.1487603305785;90.1954745357599;108;s;22180;s;21.0659219037602;9.05227623532037;34.8437135125112;139.717167585672;7.11330414246296;113.193506051688;8;2;0;1;3;2;8;0
25117;90;91;2.98;10;2;36;3;2;37.6754385964912;36;0.837719298245613;0.837719298245613;34;s;s;s;s;23.7413120836178;14.8795807175885;19.194947771917;57;2;42;4;1;0;0;2;1;3;1
25119;317;348;2.52;4;20;136.046750166616;1;0;142.088416833283;136.046750166616;1.00694444444444;5.0347222222222;110.702463117506;135;s;26250;s;20.5189106835005;11.7403716797768;27.5626656820356;205.847854790682;8.07132471238462;162.138303328057;7;0;0;1;5;1;7;0
25120;385;399;14.31;9;13;179.387262550302;3;4;195.699457672253;179.387262550302;10.1951219512195;6.1170731707317;141.138613914835;170;s;24790;s;108.022847385733;88.2909643082309;108.488916710067;229.558470831088;10.9660977505995;178.220601668949;10;4;2;1;1;2;8;2
25121;259;253;39.69;14;11;114.464112132645;0;1;257.705852327626;114.464112132645;124.692450097789;18.5492900971917;88.5767067147841;115;s;24880;s;91.3646421280013;55.9617602957165;80.8309459030292;151.627078777668;4.06938723689901;130.04367834864;20;6;1;1;10;2;16;1
25122;534;510;23.71;62;18;200;7;2;233;200;13;20;163;198;s;26560;s;70.8105904355958;42.7501152710032;73.079763896444;327;12;274;18;9;1;0;6;2;17;0
25124;283;250;10.47;15;11;126.759961899134;2;2;150.054833694006;126.759961899134;9.11538461538459;14.1794871794871;94.3560944207866;110;s;32260;s;35.8282560552541;27.6824272597634;40.6748733849205;172.926934767496;12.2072992633755;147.527000413202;6;1;1;0;2;2;6;0
25125;319;332;10.14;17;19;148.974616669501;3;1;177.861684064765;148.974616669501;15.0212750455373;13.8657923497267;122.690228619207;145;s;23700;s;44.8618462732846;17.0291668921328;40.4558140615455;197.437709480007;8.97720370930787;154.113788519443;8;3;0;2;0;3;6;0
25126;471;476;5.66;29;14;199.694214022382;5;6;219.608066066686;199.694214022382;14.2241800316462;5.68967201265847;176.787563313893;195;s;24390;s;58.5238402999123;42.6689471035087;64.8197069629513;274.48487615864;10.9554239557308;219.017394968124;8;1;1;2;2;2;6;1
25127;2867;2656;21.44;197;105;1305.69554096225;32;18;1504.79292517299;1305.69554096225;58.3342654375422;140.7631187732;915.587841588288;1252;69,0;32280;s;634.966206058243;519.081236697596;736.045126158563;1829.76484230415;113.250087606619;1599.50078574873;63;7;10;7;30;9;50;11
25129;129;116;9.23;6;7;57.0217391304348;0;1;65.4285187914517;57.0217391304348;4.20338983050846;4.20338983050846;49.5434782608696;54;s;21510;s;5.66021070160403;0.934782608695652;8.15319181132253;79.4565217391304;6.54347826086956;61.695652173913;4;1;0;0;2;1;3;0
25130;9;13;4.46;0;1;5.4;0;2;9.4;5.4;4;0;5.4;s;s;s;s;0;0;0;2.7;0;1.8;0;0;0;0;0;0;0;0
25131;110;125;20.79;8;8;50;2;0;96.4144144144145;50;43.3873873873874;3.02702702702703;36;54;s;29230;s;26.9942752991966;9.96919968529004;32.3577165344889;74;5;58;7;1;1;2;2;1;6;0
25132;141;127;4.44;10;1;60.5704225352113;1;1;63.6172975352113;60.5704225352113;1.015625;2.03125;42.6971830985915;56;s;25180;s;17.887323943662;2.98591549295775;19.980165481783;101.281690140845;5.95774647887324;85.3943661971831;4;1;0;1;1;1;3;0
25133;2025;2047;6.26;113;85;842.697221014023;26;18;901.126340394596;842.697221014023;11.2757949681808;47.1533244123925;749.266116441239;813;s;29410;s;1218.98463255478;1092.79582684525;1000.63943811106;1117.04016110955;49.746554721006;830.369064999343;144;0;21;18;96;9;100;35
25136;513;516;4.88;26;17;211.004691174467;2;3;221.71704220372;211.004691174467;6.42741061755138;4.28494041170092;170.872379882291;207;s;25200;s;58.3282151619603;46.6412327266926;67.9938836765947;340.460341620319;15.7652002943051;263.382862767943;13;1;0;5;6;1;9;3
25138;130;142;14.49;3;6;58.0851063829787;2;2;78.4105965790571;58.0851063829787;14.2278431372549;6.09764705882352;48.8652482269504;58;s;23190;s;22.3627932351337;7.57146753955265;24.3662286046199;74.6808510638298;0.921985815602837;60.8510638297872;5;4;0;0;0;1;5;0
25139;611;528;16.94;60;14;244.634628890051;3;4;294.101896140462;244.634628890051;25.2384016583732;24.2288655920383;192.833483024934;243;s;27150;s;67.688180851185;30.8485762317179;64.8830503058288;356.717656199336;14.8959031739379;296.127069382375;16;7;2;2;2;3;14;1
25141;121;139;8.44;6;13;43.4862596065816;2;2;59.4862596065816;43.4862596065816;9;7;33.603018786904;s;s;s;s;8.32868038300449;4.37538405513343;8.44441856855554;80.4513279941647;0.988324081967764;37.556315114775;3;1;0;0;1;1;2;0
25142;333;312;28.31;26;16;143.327852358959;3;2;236.558759035284;143.327852358959;70.419089085309;22.8118175910156;112.63375656104;149;s;31630;s;61.1370406038767;36.7442604701688;53.1347546712519;224.563407573431;9.65719532213514;190.353179627952;14;3;0;2;7;2;13;0
25143;197;213;6.54;16;6;89.8088235294118;0;2;111.808823529412;89.8088235294118;14;8;65.6666666666667;90;s;23250;s;50.5550635653984;40.7303204488254;45.9662357311281;124.573529411765;8.69117647058824;106.225490196078;9;1;1;0;3;4;8;1
25145;117;118;5.35;8;5;57;0;1;70.8507462686567;57;3.46268656716417;10.3880597014925;44;52;s;22860;s;20.0635897435898;8.03794871794873;14.7407949509108;68;6;55;2;0;0;0;1;1;2;0
25147;2114;1890;12.44;145;55;876.512786519175;16;15;950.523177071859;876.512786519175;5.21199933469605;68.7983912179879;662.812313579198;843;64,0;26550;s;1231.6700707783;1138.25711220594;887.894998529365;1343.78115132521;61.2271015529386;1063.7052730878;97;1;24;10;59;3;51;44
25148;532;487;4.88;50;6;204.396735642999;4;3;218.779209911091;204.396735642999;5.13659795289015;9.24587631520227;186.796962759996;207;s;38520;s;26.4087877954292;16.7178793888775;33.505696192842;343.285948165991;20.4168676693338;284.205943330918;3;1;0;0;0;2;3;0
25149;496;520;16.58;23;26;252.84494344202;4;4;296.519667078594;252.84494344202;19.2981336998818;24.3765899366928;186.80083752685;223;s;24630;s;55.1998292091926;30.8662831468472;46.2131017493435;315.103152228583;22.0907753698518;250.087046382433;8;1;2;0;3;2;7;0
