CODGEO;P22_POP;P16_POP;SUPERF;NAIS1621;DECE1621;P22_MEN;NAISD24;DECESD24;P22_LOG;P22_RP;P22_RSECOCC;P22_LOGVAC;P22_RP_PROP;NBMENFISC21;PIMP21;MED21;TP6021;P22_EMPLT;P22_EMPLT_SAL;P16_EMPLT;P22_POP1564;P22_CHOM1564;P22_ACT1564;ETTOT24;ETAZ24;ETBE24;ETFZ24;ETGU24;ETOQ24;ETTEF124;ETTEFP1024
38020;187;196;11.21;5;7;92.4583627680626;0;2;1282.40348808057;92.4583627680626;1183.31326553768;6.63185977483086;73.9666902144501;82;s;21320;s;89.8747680309906;59.5862392576938;106.827786958537;118.818072282345;3.89298369549737;95.4054570629108;33;0;2;0;28;3;27;2
38022;7699;7712;41.56;422;341;3443.47354544194;66;65;3915.18393597529;3443.47354544194;174.107697793424;297.602692739922;2482.66411803445;3386;51,0;22860;9,0;2272.11724779036;1924.29657991181;2044.0572683165;4678.54977487772;356.06638481608;3625.71039434976;185;10;27;30;99;19;132;31
38023;197;196;8.41;21;6;96.510101010101;2;3;116.813357641437;96.510101010101;9.61733208852765;10.6859245428085;49.7474747474747;97;s;27550;s;54.4230676101819;46.3963058855599;43.1640961392052;129.343434343434;0.994949494949495;109.444444444444;9;0;0;1;5;3;7;2
38026;1157;1041;14.61;82;37;472;9;4;559;472;63;24;355;434;s;24580;s;711.931524076132;661.11735820224;598.806448892497;728;30;595;23;2;5;4;10;2;17;4
38027;2002;1885;11.13;107;62;797.149869069208;12;12;890.137225391048;797.149869069208;36.7862068965521;56.2011494252879;650.993558841519;749;s;27450;s;389.873360803437;306.343018583567;340.013992133698;1301.71876465984;58.706189157147;1036.12954245436;51;0;11;14;21;5;36;9
38029;2025;1904;8.43;112;81;859;17;13;947;859;28;60;618;788;s;23010;s;253.144158902108;162.23922613517;255.858951425716;1244;69;1000;37;0;4;6;23;4;26;7
38030;1843;1695;11.22;94;58;697.204053885199;9;11;755.413804134138;697.204053885199;16.2987300697028;41.9110201792357;599.48228419148;683;s;25350;s;223.848074216507;154.234964754383;179.347360384957;1148.39460965265;47.34588017198;915.189667065553;41;3;4;14;18;2;28;4
38031;20;20;6.36;2;1;12.3809523809524;0;0;28.3809523809524;12.3809523809524;16;0;11.4285714285714;s;s;s;s;1.9047619047619;0.952380952380952;3.80952380952381;9.52380952380952;0.952380952380952;7.61904761904762;2;0;1;0;0;1;2;0
38032;576;556;8.69;26;27;246.458843341768;2;7;280.943157067258;246.458843341768;20.0231499051234;14.4611638203669;197.766738414676;240;s;22860;s;96.9432747005857;70.9555383177574;85.7295162229068;352.891577648823;15.0663163731192;264.713422317475;14;5;0;4;2;3;9;1
38033;630;628;8.79;41;22;249.84684812074;4;1;284.085444611968;249.84684812074;9.06315789473685;25.1754385964913;226.699281981787;250;s;26720;s;152.273380076256;117.415263848409;121.781088423678;393.947836138019;19.8424655890427;312.967911019131;15;3;2;2;6;2;10;2
38034;5007;4906;18.46;309;443;2221.82312620649;34;79;2583.4566725774;2221.82312620649;55.0546592982588;306.578887072657;1267.86968281949;2155;40,0;20040;19,0;2536.19450645178;2213.9640143094;2726.50008167457;2766.40255255057;263.065720563734;2008.52389514198;213;4;22;35;125;27;142;43
38035;1103;1132;11.27;62;35;455.470082068499;7;6;500.413784383809;455.470082068499;7.93124158505479;37.0124607302557;372.950158306933;447;s;24810;s;180.739982998832;117.529409750828;166.978604724875;647.934317616899;26.1907728296926;522.528271013223;33;1;5;7;18;2;30;3
38036;96;91;2.1;4;4;44;0;1;45;44;1;0;31;s;s;s;s;38.6067336875472;30.6319726954655;39.7949450010835;62;6;50;5;0;2;0;2;1;3;1
38037;1015;987;16.79;50;40;429.853613225099;10;5;486.467277387251;429.853613225099;30.403634457452;26.2100297047;375.359538696839;423;s;25860;s;140.156692203408;87.906330436163;115.103150733804;621.291935599585;38.2969396028205;498.018442526566;31;5;2;6;14;4;26;2
38038;624;590;6.51;24;21;223.965714727178;4;2;249.098761937478;223.965714727178;8.37768240343344;16.7553648068669;183.966644318671;213;s;23590;s;45.3324132243091;23.5100209315837;50.3715343925706;384.523373543367;18.7096666175801;314.61810767;6;2;0;0;1;3;6;0
38039;3230;3097;7.67;112;119;1392.36798323953;24;21;1457.39820616362;1392.36798323953;25.2895311371436;39.74069178694;1100.42173451044;1326;76,0;32380;s;2367.57189890678;2199.34919557436;1829.7110812097;1866.79021957692;87.8611534866378;1485.65131913754;104;2;14;23;60;5;71;18
38040;153;129;25.46;1;8;98.1984402286859;0;2;256.288520851079;98.1984402286859;150.950528594285;7.13955202810808;82.7193355038704;s;s;s;s;10.3091462558236;5.1699584689919;13.606108938064;73.413410259685;5.1699584689919;58.9375265465077;5;1;0;0;3;1;2;0
38041;117;119;4.65;3;3;48.5121951219512;0;1;61.1163617886179;48.5121951219512;4.84775641025641;7.75641025641026;40.9024390243902;49;s;23080;s;12.6249251543941;3.94146259895034;23.4468049320058;75.1463414634146;6.65853658536585;58.0243902439024;3;1;0;0;1;1;2;0
38042;1042;1000;14.08;52;36;411.370856245147;7;8;459.704230543231;411.370856245147;23.6525023160841;24.6808719820008;370.961482006167;419;s;25530;s;103.523188339075;77.9516480071725;83.3038434400581;626.631711438459;39.8865200022292;481.961781771925;19;2;2;5;8;2;16;2
38043;1601;1529;6.71;84;37;629.071936242911;9;3;769.093350540018;629.071936242911;109.134337613922;30.8870766831855;533.215526888987;603;s;26030;s;158.476550048328;104.550188368308;155.169459932452;1001.70680632387;67.0213085888219;779.27014352189;26;2;1;3;17;3;18;3
38044;1536;1402;15.51;100;60;617.010107414551;17;8;703.373468154531;617.010107414551;33.702774922919;52.660585817061;494.07043203433;620;s;23790;s;362.90753104753;271.742752606409;281.615109433038;941.702509778858;54.9958427570343;750.534400478778;42;1;5;10;19;7;33;7
38045;2327;2322;6.17;70;115;1015.01596040232;10;21;1093.87553106422;1015.01596040232;20.4830053667264;58.3765652951702;871.138420522662;984;81,0;38860;s;392.271303665764;324.231082109913;388.963037376651;1192.63671466795;59.6907134684323;909.709002287967;35;0;1;3;24;7;27;6
38046;1028;948;11.04;78;30;395.200937403844;11;6;439.321790484412;395.200937403844;19.4952606635071;24.6255924170616;332.514516938693;378;s;23280;s;152.429246007192;101.214040621652;127.944493536451;615.702109431195;33.8007934091404;508.268743950764;18;1;1;5;9;2;14;3
38047;156;144;4.26;7;3;65;2;0;83;65;4;14;54;63;s;23660;s;33.0988846139495;16.8347691917822;32.10927270324;97;3;79;6;2;0;1;2;1;5;0
38048;1094;1107;9.43;65;33;433.356677107984;4;1;466.943201808582;433.356677107984;12.5949467627244;20.991577937874;377.842103606765;431;s;27240;s;151.227588362685;116.548752739417;122.779700371843;660.684404274126;29.2237051111467;508.733927641606;34;0;3;4;24;3;25;7
38049;327;291;13.48;23;18;138;2;2;168;138;24;6;118;136;s;24040;s;38.041018559421;16.0025640734243;28.0507516474708;184;8;152;5;0;1;2;1;1;5;0
38050;648;624;11.2;31;26;266.532497230024;8;3;309.764760958412;266.532497230024;18.203058411953;25.0292053164353;226.61069948472;260;s;21550;s;81.4642944749073;45.7054755661476;65.0609687740437;386.662809859407;27.7821950452094;316.4221261399;14;3;1;3;6;1;13;0
38051;1469;1391;15.85;76;59;616;14;14;673;616;24;33;450;595;s;23920;s;379.426576994131;310.187015208028;326.985501982382;910;40;709;39;12;2;4;16;5;30;3
38052;2840;3259;35.75;171;350;1337.71984821665;14;49;2090.04058233485;1337.71984821665;619.720751605324;132.599982512878;931.373907455031;1459;55,0;23240;11,0;1228.78378832323;987.486169715845;1378.21931521633;1672.14762718225;67.0579175092821;1323.75569945192;187;3;16;25;127;16;141;24
38053;29816;27651;24.37;2489;1563;13972.0868491107;329;271;15440.8990190658;13972.0868491107;270.975950795507;1197.83621915962;5377.95249069283;13341;50,0;20870;21,0;18518.2193274289;16261.3960847641;16690.1981590027;18488.8919123573;1963.69283751036;14092.4161373218;1412;1;84;137;988;202;990;293
38054;1493;1516;17.51;87;67;616;8;16;710;616;42;52;522;598;s;24200;s;221.390147268372;169.645620302094;241.664288426008;901;51;721;31;1;5;12;10;3;19;6
38055;620;621;11.67;38;36;256.413374322311;10;5;315.553142534231;256.413374322311;28.0135744161729;31.1261937957477;214.818102509928;254;s;23320;s;68.4400455609381;42.2725905778578;69.6712153282997;411.895515928926;19.2138472651819;338.227903025339;13;1;2;3;4;3;9;1
38056;91;92;0.89;6;5;43.0537634408602;2;0;53.2355816226784;43.0537634408602;8.14545454545456;2.03636363636364;38.1612903225806;s;s;s;s;30.0739701431691;26.1881677167108;22.2750242788165;45.989247311828;3.91397849462366;36.2043010752688;7;1;0;1;4;1;5;1
38057;671;684;2.78;28;39;295.093653909412;3;4;318.746650754838;295.093653909412;8.22712933753944;15.4258675078864;243.220680934936;295;s;34920;s;548.396045255244;490.679774025425;554.561570433346;374.693650563807;20.9022900341922;290.219737528145;37;0;1;8;25;3;23;10
38058;2282;2078;8.26;123;82;861.536177632637;23;10;929.003966808822;861.536177632637;20.7593197465186;46.7084694296668;679.444827620312;822;55,0;23590;10,0;1104.05907377844;1017.64431160792;944.44278200898;1423.03278973348;110.24110071882;1118.91409259668;45;5;3;12;22;3;35;7
38059;2509;2553;9.7;110;111;1031;14;21;1107;1031;18;58;894;996;76,0;32620;s;464.503849683775;328.912764217828;401.728784916794;1493;58;1191;62;0;3;11;41;7;51;7
38060;142;141;3.94;4;6;62.4397163120567;1;0;69.8116969883852;62.4397163120567;6.31884057971016;1.05314009661836;58.4113475177305;60;s;23340;s;23.123421604182;10.0955575610187;24.8123551967549;89.6312056737588;3.02127659574468;78.5531914893617;4;0;1;1;0;2;3;0
38061;3499;3133;11.53;210;65;1420;38;12;1509;1420;26;63;1103;1391;69,0;28170;s;595.435368621128;474.75745869319;565.904722841718;2208;108;1753;72;5;7;11;38;11;55;11
38062;791;665;7.71;42;25;301.075797447665;8;7;326.69118206305;301.075797447665;7.17230769230773;18.443076923077;245.712339197222;285;s;27440;s;195.009093493992;162.538605164226;96.1461334961685;490.48762201356;20.7836209735174;399.276839248568;22;2;1;5;12;2;14;7
38063;439;416;6.69;20;21;176.84219029442;1;4;196.89860055083;176.84219029442;10.5057387057387;9.55067155067154;150.606607409132;171;s;24670;s;65.215295651019;40.1813300246601;53.3335421052536;259.133086271024;17.8551353451845;212.547153868306;10;3;0;3;2;2;9;1
38064;3257;2935;14.35;215;117;1284.20593629726;41;20;1384.8898741211;1284.20593629726;26.7120651369356;73.9718726868986;1035.51936903688;1176;59,0;24690;s;862.104697342903;723.581058849873;963.310843148834;2018.68723071304;123.142828483858;1616.25223241624;78;0;14;14;43;7;60;12
38065;2152;2086;18.14;121;84;883.494904129483;16;12;988.227689947392;883.494904129483;80.3763239997907;24.3564618181184;655.428276516156;881;51,0;23020;s;368.789660685464;263.167332707455;322.171611069558;1356.86272517554;70.1563292614903;1078.28423261238;54;5;3;15;18;13;40;11
38066;169;178;5.2;2;3;68.3815028901734;2;1;78.3815028901734;68.3815028901734;4;6;54.7052023121387;65;s;25720;s;113.459180156898;83.5743856739608;23.2758397078351;108.433526011561;3.90751445086705;86.9421965317919;4;0;1;2;0;1;4;0
38067;1775;1651;13.7;105;40;667;18;7;712;667;8;37;577;650;s;28740;s;152.520922235519;102.46806839287;161.212365278325;1126;37;887;23;1;1;4;14;3;17;3
38068;1506;1235;6.61;54;34;600;8;3;643;600;11;32;512;530;s;31460;s;281.041416396352;226.861905241001;179.651949917997;918;42;747;32;0;5;7;18;2;23;6
38069;1583;1390;14.43;108;52;631.171976472283;18;7;715.25562168897;631.171976472283;24.0238986333392;60.0597465833481;452.133202826998;630;s;22350;s;300.049674206913;238.734053553899;298.238823032912;974.512897542389;68.5460616696705;770.771689615266;39;1;6;3;23;6;30;6
38070;1317;1209;4.83;57;53;581.028552846728;14;8;628.972576826377;581.028552846728;9.78449468972433;38.1595292899249;450.56900656381;562;s;26820;s;296.710951335514;239.655241032236;291.925872799497;804.958490337481;29.7854163445602;662.132018154058;31;0;5;5;18;3;20;6
38071;3344;3020;8.92;189;147;1479.55005736781;39;27;1580.32236498116;1479.55005736781;19.7389056149851;81.0334019983597;1132.52737497698;1434;60,0;24940;s;1059.56804135841;950.31863596378;1043.42341625671;2007.04016036444;113.918187837283;1557.93900050535;74;0;18;12;38;6;57;15
38072;2714;2581;11.65;219;95;1092;35;21;1232;1092;37;103;776;998;57,0;23720;s;1276.49239321397;1085.11226846858;1158.39025570659;1701;140;1348;147;5;20;32;82;8;99;32
38073;211;210;81.4;10;14;114;1;0;303;114;161;28;100;112;s;22440;s;32.1767631340925;20.1487537420655;33.7118978077725;106;3;76;12;4;2;2;3;1;9;0
38074;393;325;5.83;31;12;157.176638581145;1;3;179.641004246553;157.176638581145;7.48812188846932;14.9762437769386;128.471601430142;154;s;27500;s;40.3529239460788;23.1096258703029;46.7168575590859;237.485716287463;8.96614736590144;190.829999955228;12;1;0;1;7;3;11;1
38075;3049;3007;30.28;200;130;1307.67958195575;33;20;1452.65069345597;1307.67958195575;51.1049241979193;93.8661873023007;960.593408533534;1224;62,0;26050;s;649.659327301008;493.774291860961;534.771767670736;1841.45182238079;85.3756481641351;1480.69748470102;92;9;9;23;42;9;70;8
38076;1936;1767;9.04;108;55;790.43507839603;19;8;881.88089561285;790.43507839603;38.8907498508315;52.5550673659885;698.289940745557;783;s;25730;s;181.926952698592;99.7293882699444;179.656106072935;1183.60070657686;76.3891251661613;915.765777254806;37;5;4;4;21;3;28;4
38077;761;751;11.22;53;23;284.462573558906;6;4;316.085576753794;284.462573558906;15.8115015974441;15.8115015974442;248.414034404096;273;s;24530;s;89.6097104033199;55.9748563002241;83.0429012015898;489.852049213899;24.2936287172327;389.512014825805;19;1;1;4;10;3;15;1
38078;536;564;27.71;39;31;218;6;5;285;218;50;17;190;204;s;25000;s;51.1004984372475;26.0900720076414;37.9916792245296;332;8;274;9;1;0;0;6;2;7;0
38080;748;758;5.53;41;27;305.381176366776;7;8;342.585517829011;305.381176366776;16.3336133248834;20.870728137351;264.432253797296;296;s;24780;s;726.580957569466;649.895064462799;652.573119969779;467.404153180721;29.3607599937774;377.815235250271;55;1;8;9;32;5;40;13
38081;1993;1882;11;128;65;777.861517558481;14;14;844.207252834578;777.861517558481;16.3312579141162;50.0144773619807;631.605133418164;770;62,0;25760;s;265.910468035811;205.414800661717;271.122161405045;1271.4864646033;71.986020527273;987.516025178239;42;3;3;11;22;3;32;4
38082;2014;1952;7.52;108;77;879;10;14;1074;879;114;81;641;842;s;24060;s;619.98206059181;481.034464632931;594.606149581324;1223;76;982;58;3;4;6;39;6;40;9
38083;435;463;11.26;30;19;195.649113122647;5;3;220.872327408361;195.649113122647;13.1160714285714;12.1071428571428;160.079983572776;194;s;22710;s;37.4814732333309;32.7200768622994;40.428441970053;286.276145951678;25.332627505038;211.026210849398;9;3;0;1;2;3;9;0
38084;1462;1472;5.23;60;52;608.16269457177;8;8;656.097123126386;608.16269457177;13.6955510156046;34.2388775390115;540.026687494105;598;s;27390;s;192.40091971979;128.157449168359;161.015564561037;847.946207782637;33.1236502076611;665.450614338831;41;0;6;10;22;3;33;6
38085;10459;9292;8.65;874;374;3689.02200556334;116;67;3823.70526464579;3689.02200556334;21.8002640807582;112.882995001694;2650.38164116729;3525;53,0;23620;11,0;1737.54544555762;1471.08009858843;1619.26973673575;6311.71588542615;516.026746026039;4942.48570799999;144;0;17;29;79;19;104;27
38086;429;411;9.45;29;22;184.340098483669;4;1;216.595765656772;184.340098483669;17.135823185711;15.1198439873921;160.54702033557;169;s;24500;s;49.0647631821258;29.5131973072289;63.1554913920015;268.313528745862;15.4424831289009;226.022458037201;8;3;1;0;2;2;4;2
38087;6484;5968;7.91;579;283;2466.96892129374;125;44;2670.63690572046;2466.96892129374;23.119068502493;180.548915924231;1388.47978991513;2342;53,0;22650;14,0;3951.71825016815;3573.74984260821;3393.21506479499;4019.44999621724;276.878147112458;3210.38439168619;304;3;32;42;209;18;196;84
38089;226;227;5.17;7;10;91.6216216216218;0;2;113.184121621622;91.6216216216218;13.3482142857144;8.21428571428576;80.4234234234236;87;s;23970;s;21.4492296847333;4.1199159843016;33.6216187593349;135.396396396397;4.07207207207208;102.81981981982;2;0;0;1;0;1;2;0
38090;286;272;18.27;15;7;145.690001052541;1;3;403.805663997359;145.690001052541;253.054571514527;5.06109143029055;125.245396780324;150;s;22690;s;125.706156146771;104.247730432402;132.415713169327;179.426714201018;8.7487920687861;138.690245837944;11;0;1;3;6;1;9;1
38091;744;711;8.82;41;27;307;1;10;326;307;5;14;258;290;s;27070;s;40.7931389102005;27.7366840609516;65.3422127782049;468;25;381;13;0;0;2;8;3;11;2
38092;94;87;12.3;8;7;42.3516483516482;0;0;55.2573087290068;42.3516483516482;11.8301886792453;1.07547169811321;33.054945054945;s;s;s;s;7.05346256640981;3.95456146750872;8.60155674371561;59.9120879120877;5.16483516483515;45.4505494505493;2;0;0;0;1;1;1;0
38093;432;440;4.62;21;32;182;3;2;221;182;17;22;158;185;s;24480;s;30.9549599101705;14.9549599101705;36.0924851074253;274;19;200;7;0;2;2;2;1;6;0
38094;1958;2098;31.84;114;102;864.327087364702;28;24;983.213394191084;864.327087364702;34.9665608312889;83.9197459950933;631.101521372324;842;53,0;23350;s;205.564573353397;132.708937622135;200.234084599172;1182.45561742004;67.6951161199424;945.348254773468;35;0;3;12;12;8;28;3
38095;2476;2493;22.81;115;176;1093.28505430812;18;28;1219.84175533905;1093.28505430812;28.5773195876288;97.9793814432989;855.796021464137;1069;51,0;23790;10,0;1654.40528225949;1411.55856700595;1452.21559825259;1365.83925356494;87.6441640808947;1064.91597936877;182;6;23;14;126;13;133;37
38097;5090;4608;8.24;391;140;1883.09381274316;59;30;1966.03398164888;1883.09381274316;17.4071959431749;65.5329729625408;1229.97236717537;1771;53,0;23010;12,0;983.503514090987;828.062962138528;924.3459985751;3150.62288920557;255.459749745178;2425.88874899054;117;1;15;29;63;9;79;17
38098;739;674;10.13;49;21;301.621805787639;0;3;337.894533060367;301.621805787639;19.6909090909092;16.5818181818182;264.0088083512;290;s;25040;s;46.9450068943652;27.8304003846347;63.1138753771856;477.957000324292;33.4843785184469;391.638896984572;10;0;0;2;6;2;10;0
38099;737;712;16.62;36;31;308.255790287349;3;7;348.941504573063;308.255790287349;20.3428571428572;20.3428571428572;265.176637362761;283;s;24630;s;99.2412804983834;59.4799958219932;98.6931656423885;440.971072564098;22.1132912099297;356.230072063608;19;0;0;4;9;6;14;3
38100;2372;2586;8.44;112;82;991;26;13;1045;991;13;41;737;929;62,0;26340;s;704.201493965154;584.747837593611;702.423120480412;1571;77;1255;60;2;15;8;30;5;47;10
38101;1051;1025;8.55;57;39;424.605942833889;10;9;455.572326963767;424.605942833889;8.33710341958249;22.6292807102953;370.046150229004;388;s;27280;s;107.931218084316;68.5889009915504;93.1075587705135;671.530639219162;38.481533969492;540.760342644251;23;2;1;3;12;5;19;1
38102;650;554;6.79;38;21;256.379418290049;5;3;280.999344489311;256.379418290049;8.20664206642064;16.4132841328413;200.820747116096;242;s;28950;s;44.286771361114;24.9577148142245;48.5874323715582;426.999415138609;31.6094005935428;347.880782148595;13;3;1;1;5;3;10;1
38103;326;295;62.48;16;17;164.342064120279;0;6;267.666151433214;164.342064120279;89.8470324460304;13.4770548669046;131.544882234636;144;s;24060;s;58.8101426672789;28.4082508513168;54.5791839539966;182.655774970069;7.84384581942507;138.913572017174;23;7;1;3;9;3;12;0
38104;1396;1473;9.66;82;55;588.48160010573;11;7;678.632015295509;588.48160010573;50.646300668415;39.5041145213637;436.318524412611;570;s;23500;s;794.446260445594;720.775884615033;779.073539315111;877.77052031604;75.4964647774551;688.979669823519;39;3;7;7;17;5;27;9
38105;2510;2332;17.53;141;94;980;19;17;1086;980;31;75;831;960;63,0;26100;s;316.93482051888;220.765163771981;335.886880826675;1463;54;1169;34;0;1;15;14;4;23;5
38106;344;328;8.92;22;12;148.409977048616;2;1;213.008107889738;148.409977048616;45.4205607476634;19.1775700934579;108.095956715095;132;s;26750;s;27.4209783473265;12.3915190593979;35.4825467418495;219.18898228767;12.7777904263478;173.086805247703;14;5;0;1;6;2;12;0
38107;1691;1676;7.41;105;50;688.229174610383;22;9;751.057441043992;688.229174610383;17.2271053124413;45.6011611211682;573.24377173848;667;s;28690;s;328.933948244734;264.444915045395;343.674763790669;1039.19079043633;60.9341198840198;826.555831617918;53;1;5;15;28;4;39;10
38108;140;121;10.63;6;3;71;0;2;104;71;30;3;46;56;s;20340;s;33.498278902131;16.6451786061424;24.4098176149149;76;8;67;7;1;1;0;4;1;6;0
38109;998;1047;8.2;46;108;386;7;21;412;386;13;13;334;371;s;29960;s;134.313457172613;92.5106062253311;138.437327176275;608;21;485;23;4;0;6;10;3;17;2
38110;2347;2050;13.03;178;63;946.042174695628;22;17;1009.6579565552;946.042174695628;7.18242698414577;56.433354875431;769.989581942641;901;72,0;28900;s;311.670826624786;236.042084923862;275.31387429601;1454.28683092753;72.499867392997;1165.17689729348;61;1;2;18;36;4;51;4
38111;7840;8029;24.12;401;303;3449.03078710441;62;53;3653.92273931774;3449.03078710441;61.5685176601644;143.32343455317;2609.58479919711;3336;71,0;29740;5,0;1760.84881112519;1407.41241279507;1946.03547048877;4639.60792044462;255.552932284972;3572.17561804678;247;3;37;57;129;21;185;37
38112;81;105;15.58;1;9;47.7326406883276;0;0;136.658566614253;47.7326406883276;87.9487179487179;0.977207977207977;35.6068464656118;s;s;s;s;13.0245227699555;9.91449941348107;11.2624717430088;47.6185814384893;1.11271395205037;30.9278721577337;4;1;0;1;1;1;3;0
38113;576;557;20.88;39;32;281.857047912284;7;5;403.398437272413;281.857047912284;76.2208712936401;45.3205180664887;174.713496829099;254;s;21060;s;273.719991708655;206.382695551972;229.063741662365;313.195719215662;26.0854861923989;279.392886096125;38;2;6;6;19;5;31;5
38114;1541;1459;6.83;84;49;598;17;6;640;598;7;35;500;549;s;26890;s;202.552870527382;142.589754415142;160.867803243197;968;46;771;42;2;1;13;21;5;30;5
38115;749;713;16.26;47;20;304.11607634261;6;5;344.661035470675;304.11607634261;20.2724795640326;20.2724795640326;251.452999215798;289;s;26540;s;71.868884507054;47.4976275800428;54.7714509636738;441.822509556221;21.376035545285;348.324255810776;19;3;0;6;8;2;17;0
38116;36;43;1.8;2;5;18;1;1;25;18;3;4;17;s;s;s;s;3;0;5;23;0;14;2;0;0;0;1;1;2;0
38117;619;637;12.52;45;38;282.7939344491;4;2;323.790819184302;282.7939344491;12.2990654205607;28.6978193146417;212.683165106241;262;s;22600;s;63.6045410851369;31.6871337753504;74.89813280352;396.791081822344;34.019137355412;314.00462074261;15;2;0;1;9;3;12;0
38118;1803;1540;13.23;110;51;737.412665021424;29;5;795.885538155063;737.412665021424;33.8527160247388;24.620157108901;626.828112565522;710;s;26360;s;1202.95582850939;1110.2025126332;955.888851194316;1082.70543732333;54.4507502663638;892.495867875134;95;3;16;11;59;6;66;23
38120;730;697;18.55;35;18;300.265101900077;11;2;344.031156945949;300.265101900077;23.967125382263;19.7989296636086;262.558960111963;278;s;29540;s;68.8811396832986;46.0909699875703;42.1913690469465;452.110335997743;26.0090600240649;366.726467947811;10;0;0;2;6;2;8;1
38124;2368;2226;12;140;101;1010;17;15;1163;1010;47;106;769;954;56,0;23280;s;459.022678680684;356.526398376328;492.065851486993;1445;113;1168;55;2;9;10;29;5;39;12
38126;4177;3996;6.5;183;348;1767.68921040974;32;47;1945.77889685668;1767.68921040974;46.2442832210289;131.845403225912;1338.62735419399;1636;77,0;37560;s;1127.38567126348;967.297519352528;1277.51239816342;2393.91079173214;100.848257930969;1900.50299923607;94;0;2;5;69;18;76;10
38127;169;167;13.92;11;8;87.9190751445087;0;2;119.089984235418;87.9190751445087;24.9367272727272;6.2341818181818;66.4277456647399;73;s;22380;s;33.530624522518;11.907194170408;18.1400929913819;104.526011560694;5.86127167630058;87.9190751445087;10;3;1;1;4;1;9;0
38128;424;483;11.22;13;86;200.719288055386;3;20;491.390902155572;200.719288055386;245.254174397032;45.4174397031542;127.87988810442;183;s;21360;s;318.281304810411;264.638238768529;304.300011016201;213.227759529458;19.34244209612;170.60759638679;34;2;3;1;21;7;21;5
38129;368;351;39.34;21;15;160.7194836456;3;1;1141.1860868457;160.7194836456;955.222869853034;25.2437333470675;104.136442000252;186;s;23590;s;197.723404870217;137.77634689378;173.330232549836;229.443755214713;9.37373520564496;195.615456030361;40;3;1;2;31;3;29;7
38130;4793;4805;27.93;263;460;2315.73760960659;43;99;2843.44789758469;2315.73760960659;113.154252782827;414.556035195267;1068.2124958581;2362;46,0;21420;16,0;3191.74898356629;2727.48114894605;3094.34010728914;2906.67770483317;303.483556750149;2065.11685710319;279;15;24;30;171;39;203;51
38131;2023;2004;24.31;111;90;846.093521895293;17;8;909.596018197743;846.093521895293;9.07178518606428;54.4307111163857;710.750719813844;807;69,0;29200;s;232.630652460638;142.74635905188;241.40311247846;1215.93688687845;49.2793286826293;994.162874899379;57;3;8;13;24;9;50;5
38132;73;68;9.83;3;5;37;0;3;95.2527472527471;37;55.1868131868131;3.06593406593406;32;s;s;s;s;20.5264221226859;12.0204765256102;9.26158235713216;42;7;34;6;1;1;0;3;1;5;0
38133;5409;4668;7.05;262;344;2269.92428146115;46;45;2446.16884234481;2269.92428146115;48.8388542207727;127.405706662885;1723.4775630645;2255;71,0;29600;5,0;1106.35216411931;917.548873385425;955.926249391898;3209.74271934152;167.087150621599;2471.47005813951;101;0;7;16;54;24;76;19
38134;926;853;13.73;54;45;383.132851081463;7;4;421.97161824233;383.132851081463;14.9379873695645;23.9007797913032;314.929745285491;354;s;25410;s;196.390073038431;144.724947504959;156.671164923525;568.568827453052;19.2872216986239;469.537160179105;32;1;9;4;16;2;28;2
38135;1288;1276;32.08;89;40;521.815870758587;11;16;629.722155895661;521.815870758587;40.1511758649578;67.7551092721162;435.854667957098;512;s;24680;s;160.324002682213;108.97708683695;165.406212585333;830.553131268298;36.3838909419862;680.759491447857;30;3;3;8;13;3;24;4
38136;590;501;3.64;37;20;245.071144866222;11;3;268.985579390031;245.071144866222;6.83269557823128;17.0817389455782;203.783532119052;234;s;26560;s;44.6393207616384;29.0411277302343;48.4627964032321;396.503012827484;21.5623794994441;335.407773827885;13;0;0;5;6;2;12;0
38137;418;443;5.43;18;14;171.569451526453;1;3;190.099341202531;171.569451526453;3.26998053107256;15.2599091450053;143.958299209937;168;s;26240;s;50.1196035996926;30.2533331244332;36.4995243918147;268.868291273658;11.7715326789705;214.649486180507;4;1;0;1;0;2;3;0
38138;3543;3297;6.14;179;249;1735;27;47;1970;1735;84;151;854;1638;58,0;24360;11,0;1649.64313868191;1323.44101434091;1619.82717416203;2255;159;1834;170;0;16;4;127;23;128;27
38139;1576;1523;28.99;93;55;660.775956935838;17;14;748.611912667399;660.775956935838;40.5396718761049;47.2962838554557;543.130846122885;628;s;24340;s;413.560650966651;367.413100257082;434.010427600051;967.197423662771;50.8652536976538;777.873453038254;31;2;5;8;13;3;22;4
38140;8463;8296;14.21;374;263;3614.83667700874;76;42;3802.52362592395;3614.83667700874;28.4066733493281;159.280275565876;2404.00417266804;3324;68,0;28760;6,0;10090.5395478767;9418.0203708103;8732.3913244467;5164.45614855752;290.909431117259;3961.49636621164;373;5;32;18;276;42;273;80
38141;785;739;7.32;43;26;298.238301105109;10;3;331.971805101239;298.238301105109;23.1917839973393;10.5417199987906;263.275046393147;292;s;27200;s;52.3749267266259;31.1563283093093;55.359558725957;519.30661519553;29.1790562242075;416.722800197309;14;0;2;3;6;3;11;1
